norm_key,ulcm_substance_raw,atc_codes,ulcm_rows,is_combination,role,n_suppliers,n_countries,top_country,top_country_share,hhi_country,single_country,eu_eea_share,countries
measles|mumps|rubella|varicella vaccine,"MEASLES, MUMPS, RUBELLA, VARICELLA VACCINE",J07BD54,1,True,,,,,,,,,
medicinal charcoal,MEDICINAL CHARCOAL,A07BA01,1,False,,,,,,,,,
melphalan,MELPHALAN,L01AA03,1,False,api_cep,2.0,2.0,CN,0.5,5000.0,False,0.0,CN|IN
melphalan,MELPHALAN,L01AA03,1,False,batch_release,2.0,1.0,IT,1.0,10000.0,True,1.0,IT
meningococcal group b vaccine,MENINGOCOCCAL GROUP B VACCINE,J07AH09,1,False,,,,,,,,,
meningococcal group c vaccine,MENINGOCOCCAL GROUP C VACCINE,J07AH07,1,False,,,,,,,,,
mercaptopurine,MERCAPTOPURINE,L01BB02,1,False,api_cep,2.0,2.0,FI,0.5,5000.0,False,0.5,FI|IN
mesna,MESNA,V03AF01,1,False,api_cep,2.0,1.0,IN,1.0,10000.0,True,0.0,IN
methotrexate,METHOTREXATE,L01BA01|L04AX03,2,False,api_cep,8.0,6.0,CN,0.25,1875.0,False,0.375,CN|DE|FI|GB|HU|IN
methotrexate,METHOTREXATE,L01BA01|L04AX03,2,False,batch_release,3.0,3.0,BE,0.3333333333333333,3333.3,False,1.0,BE|DK|GR
methyldopa,METHYLDOPA (levorotatory),C02AB01|C02AB02,2,False,api_cep,4.0,3.0,CN,0.5,3750.0,False,0.5,CN|HU|NL
methylergometrine,METHYLERGOMETRINE,G02AB01,1,False,api_cep,1.0,1.0,CZ,1.0,10000.0,True,1.0,CZ
methylprednisolone,METHYLPREDNISOLONE,H02AB04,1,False,api_cep,10.0,5.0,CN,0.4,2800.0,False,0.4,CN|FR|IN|IT|US
methylthioninium,METHYLTHIONINIUM,V03AB17,1,False,api_cep,2.0,2.0,DE,0.5,5000.0,False,1.0,DE|IT
methylthioninium,METHYLTHIONINIUM,V03AB17,1,False,batch_release,2.0,2.0,FR,0.5,5000.0,False,1.0,FR|IT
metoclopramide,METOCLOPRAMIDE,A03FA01,1,False,api_cep,4.0,3.0,IT,0.5,3750.0,False,0.5,CN|IN|IT
metronidazole,METRONIDAZOLE,J01XD01|P01AB01,2,False,api_cep,10.0,3.0,IN,0.5,4200.0,False,0.1,CN|IN|IT
mexiletine,MEXILETINE,C01BB02,1,False,api_cep,4.0,2.0,IN,0.75,6250.0,False,0.25,ES|IN
mexiletine,MEXILETINE,C01BB02,1,False,batch_release,2.0,2.0,DE,0.5,5000.0,False,0.5,DE|GB
midazolam,MIDAZOLAM,N05CD08,1,False,api_cep,8.0,5.0,IN,0.375,2500.0,False,0.375,CN|IL|IN|IT|NL
midazolam,MIDAZOLAM,N05CD08,1,False,batch_release,1.0,1.0,DE,1.0,10000.0,True,1.0,DE
mifepristone,MIFEPRISTONE,G03XB01,1,False,,,,,,,,,
milrinone,MILRINONE,C01CE02,1,False,,,,,,,,,
mitomycin,MITOMYCIN,L01DC03,1,False,api_cep,5.0,3.0,CN,0.6,4400.0,False,0.2,CN|IN|NL
mitotane,MITOTANE,L01XX23,1,False,batch_release,2.0,2.0,FR,0.5,5000.0,False,1.0,FR|IT
mitoxantrone,MITOXANTRONE,L01DB07,1,False,api_cep,4.0,3.0,CN,0.5,3750.0,False,0.0,CN|IN|MX
morphine,MORPHINE,N02AA01,1,False,api_cep,4.0,4.0,ES,0.25,2500.0,False,0.75,ES|FR|GB|IT
naloxone,NALOXONE,V03AB15,1,False,api_cep,9.0,8.0,IN,0.2222222222222222,1358.0,False,0.5555555555555556,DE|FR|GB|IN|IT|NL|SK|US
naloxone,NALOXONE,V03AB15,1,False,batch_release,1.0,1.0,NL,1.0,10000.0,True,1.0,NL
neostigmine,NEOSTIGMINE,N07AA01,1,False,api_cep,1.0,1.0,AT,1.0,10000.0,True,1.0,AT
nevirapine,NEVIRAPINE,J05AG01,1,False,api_cep,7.0,2.0,IN,0.7142857142857143,5918.4,False,0.0,CN|IN
nevirapine,NEVIRAPINE,J05AG01,1,False,batch_release,4.0,3.0,FR,0.5,3750.0,False,1.0,DE|FR|GR
nilotinib,NILOTINIB,L01EA03,1,False,api_cep,3.0,2.0,IN,0.6666666666666666,5555.6,False,0.0,CN|IN
nilotinib,NILOTINIB,L01EA03,1,False,batch_release,9.0,7.0,ES,0.2222222222222222,1604.9,False,1.0,AT|DE|ES|GR|MT|PL|SI
nimodipine,NIMODIPINE,C08CA06,1,False,api_cep,4.0,4.0,CH,0.25,2500.0,False,0.5,CH|ES|IN|IT
nivolumab,NIVOLUMAB,L01FF01,1,False,batch_release,1.0,1.0,IE,1.0,10000.0,True,1.0,IE
nivolumab,NIVOLUMAB,L01FF01,1,False,bio_api,1.0,1.0,IE,1.0,10000.0,True,1.0,IE
noradrenaline,NOREPINEPHRINE,C01CA03,1,False,api_cep,8.0,6.0,IN,0.25,1875.0,False,0.625,CN|DE|ES|IN|IT|SK
normal immunoglobulin,HUMAN NORMAL IMMUNOGLOBULIN,J06BA01|J06BA02,2,False,batch_release,3.0,3.0,BE,0.3333333333333333,3333.3,False,1.0,BE|DE|ES
normal immunoglobulin,HUMAN NORMAL IMMUNOGLOBULIN,J06BA01|J06BA02,2,False,bio_api,5.0,4.0,BE,0.4,2800.0,False,0.6,AU|BE|CH|ES
obinutuzumab,OBINUTUZUMAB,L01FA03,1,False,batch_release,1.0,1.0,DE,1.0,10000.0,True,1.0,DE
obinutuzumab,OBINUTUZUMAB,L01FA03,1,False,bio_api,2.0,2.0,DE,0.5,5000.0,False,1.0,DE|DK
olanzapine,OLANZAPINE,N05AH03,1,False,api_cep,21.0,5.0,IN,0.7142857142857143,5328.8,False,0.19047619047619047,CN|DE|FR|IN|NL
olanzapine,OLANZAPINE,N05AH03,1,False,batch_release,18.0,8.0,DE,0.3888888888888889,2222.2,False,1.0,CZ|DE|ES|HU|IE|NL|PL|SI
oxaliplatin,OXALIPLATIN,L01XA03,1,False,api_cep,23.0,7.0,CN,0.30434782608695654,2211.7,False,0.13043478260869565,AR|CH|CN|CZ|IN|NL|US
oxytocin,OXYTOCIN,H01BB02,1,False,api_cep,6.0,4.0,CN,0.5,3333.3,False,0.3333333333333333,CN|IN|LV|NL
paclitaxel,PACLITAXEL,L01CD01,1,False,api_cep,1.0,1.0,CN,1.0,10000.0,True,0.0,CN
paclitaxel,PACLITAXEL,L01CD01,1,False,batch_release,8.0,5.0,NL,0.375,2500.0,False,1.0,DE|ES|GR|NL|PL
papillomavirus vaccine,PAPILLOMAVIRUS VACCINE,J07BM01|J07BM02|J07BM03,3,False,,,,,,,,,
paracetamol,PARACETAMOL,N02BE01,1,False,api_cep,19.0,7.0,CN,0.3157894736842105,2354.6,False,0.21052631578947367,CH|CN|FR|GB|IN|IT|US
pegaspargase,PEGASPARGASE,L01XX24,1,False,batch_release,1.0,1.0,FR,1.0,10000.0,True,1.0,FR
pegaspargase,PEGASPARGASE,L01XX24,1,False,bio_api,1.0,1.0,US,1.0,10000.0,True,0.0,US
peginterferon alfa 2a,PEGINTERFERON ALFA-2A,L03AB11,1,False,batch_release,2.0,1.0,AT,1.0,10000.0,True,1.0,AT
peginterferon alfa 2a,PEGINTERFERON ALFA-2A,L03AB11,1,False,bio_api,1.0,1.0,DE,1.0,10000.0,True,1.0,DE
pembrolizumab,PEMBROLIZUMAB,L01FF02,1,False,batch_release,2.0,2.0,BE,0.5,5000.0,False,1.0,BE|NL
pembrolizumab,PEMBROLIZUMAB,L01FF02,1,False,bio_api,4.0,4.0,DE,0.25,2500.0,False,0.75,DE|IE|KR|NL
penicillamine,PENICILLAMINE,M01CC01,1,False,api_cep,3.0,1.0,IN,1.0,10000.0,True,0.0,IN
pentamidine,PENTAMIDINE,P01CX01,1,False,,,,,,,,,
phenobarbital,PHENOBARBITAL,N03AA02,1,False,api_cep,6.0,4.0,CN,0.3333333333333333,2777.8,False,0.3333333333333333,CN|DE|HU|IN
phenoxymethylpenicillin,PHENOXYMETHYLPENICILLIN,J01CE02,1,False,api_cep,4.0,4.0,AT,0.25,2500.0,False,0.75,AT|CN|NL|SK
phenytoin,PHENYTOIN,N03AB02,1,False,api_cep,2.0,2.0,IN,0.5,5000.0,False,0.5,IN|NL
phytomenadione,PHYTOMENADIONE,B02BA01,1,False,,,,,,,,,
pilocarpine,PILOCARPINE,S01EB01,1,False,api_cep,4.0,3.0,BR,0.5,3750.0,False,0.0,BR|CN|JP
piperacillin|tazobactam,"PIPERACILLIN, TAZOBACTAM",J01CR05,1,True,,,,,,,,,
plasma protein fraction,PLASMA PROTEIN FRACTION,B05AA02,1,False,,,,,,,,,
plerixafor,PLERIXAFOR,L03AX16,1,False,batch_release,5.0,5.0,ES,0.2,2000.0,False,1.0,ES|IE|MT|NL|PL
poliomyelitis vaccine,POLIOMYELITIS VACCINE (trivalent),J07BF03,1,False,,,,,,,,,
polystyrene sulfonic acid,POLYSTYRENE SULFONIC ACID,V03AE01,1,False,,,,,,,,,
posaconazole,POSACONAZOLE,J02AC04,1,False,batch_release,7.0,6.0,NL,0.2857142857142857,1836.7,False,1.0,BE|CY|ES|MT|NL|PL
potassium chloride,POTASSIUM CHLORIDE,B05BB01|B05XA01,2,False,api_cep,4.0,4.0,CZ,0.25,2500.0,False,0.5,CZ|DE|GB|US
prednisolone,PREDNISOLONE,H02AB06,1,False,api_cep,11.0,6.0,CN,0.45454545454545453,2727.3,False,0.18181818181818182,CN|FR|IN|IT|MY|US
procarbazine,PROCARBAZINE,L01XB01,1,False,,,,,,,,,
propofol,PROPOFOL,N01AX10,1,False,api_cep,12.0,6.0,IN,0.4166666666666667,2500.0,False,0.25,CH|CN|DE|IN|IT|US
propranolol,PROPRANOLOL,C07AA05,1,False,api_cep,2.0,1.0,IN,1.0,10000.0,True,0.0,IN
propranolol,PROPRANOLOL,C07AA05,1,False,batch_release,2.0,1.0,FR,1.0,10000.0,True,1.0,FR
propylthiouracil,PROPYLTHIOURACIL,H03BA02,1,False,api_cep,2.0,2.0,CN,0.5,5000.0,False,0.0,CN|IN
protamine,PROTAMINE,V03AB14,1,False,api_cep,1.0,1.0,JP,1.0,10000.0,True,0.0,JP
prothrombin complex,HUMAN PROTHROMBIN COMPLEX,B02BD01,1,False,,,,,,,,,
pyrazinamide,PYRAZINAMIDE,J04AK01,1,False,api_cep,5.0,3.0,IN,0.6,4400.0,False,0.0,CO|IN|TH
rabies immunoglobulin,HUMAN RABIES IMMUNOGLOBULIN,J06BB05,1,False,,,,,,,,,
rabies vaccine,RABIES VACCINE,J07BG01,1,False,,,,,,,,,
radium dichloride,RADIUM (223RA) DICHLORIDE,V10XX03,1,False,batch_release,1.0,1.0,NO,1.0,10000.0,True,1.0,NO
rasburicase,RASBURICASE,V03AF07,1,False,batch_release,1.0,1.0,IT,1.0,10000.0,True,1.0,IT
rasburicase,RASBURICASE,V03AF07,1,False,bio_api,1.0,1.0,FR,1.0,10000.0,True,1.0,FR
remifentanil,REMIFENTANIL,N01AH06,1,False,api_cep,8.0,8.0,CH,0.125,1250.0,False,0.5,CH|CN|DE|ES|FR|GB|SK|ZA
rifabutin,RIFABUTIN,J04AB04,1,False,,,,,,,,,
rifampicin,RIFAMPICIN,J04AB02,1,False,api_cep,2.0,2.0,CN,0.5,5000.0,False,0.5,CN|IT
riluzole,RILUZOLE,N07XX02,1,False,batch_release,1.0,1.0,FR,1.0,10000.0,True,1.0,FR
rocuronium,ROCURONIUM,M03AC09,1,False,api_cep,11.0,5.0,CN,0.2727272727272727,2231.4,False,0.45454545454545453,CN|ES|IN|IT|NL
rotavirus pentavalent vaccine,ROTAVIRUS PENTAVALENT VACCINE,J07BH02,1,False,,,,,,,,,
sacituzumab govitecan,SACITUZUMAB GOVITECAN,L01FX17,1,False,batch_release,1.0,1.0,IE,1.0,10000.0,True,1.0,IE
sacituzumab govitecan,SACITUZUMAB GOVITECAN,L01FX17,1,False,bio_api,1.0,1.0,IT,1.0,10000.0,True,1.0,IT
salbutamol,SALBUTAMOL,R03AC02|R03CC02,2,False,api_cep,11.0,5.0,IN,0.5454545454545454,3553.7,False,0.36363636363636365,DE|GB|IN|IT|NL
sirolimus,SIROLIMUS,L04AH01,1,False,batch_release,4.0,3.0,DE,0.5,3750.0,False,1.0,BE|DE|IE
sodium nitroprusside,SODIUM NITROPRUSSIDE,C02DD01,1,False,api_cep,2.0,2.0,CN,0.5,5000.0,False,0.0,CN|IN
sodium thiosulfate,SODIUM THIOSULFATE,V03AB06,1,False,api_cep,1.0,1.0,ES,1.0,10000.0,True,1.0,ES
sodium thiosulfate,SODIUM THIOSULFATE,V03AB06,1,False,batch_release,1.0,1.0,NL,1.0,10000.0,True,1.0,NL
sufentanil,SUFENTANIL,N01AH03,1,False,api_cep,6.0,5.0,US,0.3333333333333333,2222.2,False,0.5,BE|ES|GB|SK|US
sufentanil,SUFENTANIL,N01AH03,1,False,batch_release,1.0,1.0,FR,1.0,10000.0,True,1.0,FR
sugammadex,SUGAMMADEX,V03AB35,1,False,batch_release,9.0,5.0,NL,0.3333333333333333,2345.7,False,1.0,DE|FR|HU|NL|PT
suxamethonium,SUXAMETHONIUM,M03AB01,1,False,api_cep,4.0,2.0,IN,0.75,6250.0,False,0.25,DE|IN
tacrolimus,TACROLIMUS,L04AD02,1,False,api_cep,10.0,5.0,CN,0.4,2800.0,False,0.2,CN|IN|NL|SI|TW
tacrolimus,TACROLIMUS,L04AD02,1,False,batch_release,11.0,9.0,DE,0.18181818181818182,1239.7,False,1.0,AT|CZ|DE|ES|HR|HU|IE|IT|PL
tamoxifen,TAMOXIFEN,L02BA01,1,False,api_cep,6.0,4.0,DE,0.5,3333.3,False,1.0,DE|HU|IT|NL
teicoplanin,TEICOPLANIN,J01XA02,1,False,api_cep,5.0,3.0,CN,0.4,3600.0,False,0.2,CN|IT|KR
tenecteplase,TENECTEPLASE,B01AD11,1,False,batch_release,3.0,2.0,FR,0.6666666666666666,5555.6,False,1.0,DE|FR
tenecteplase,TENECTEPLASE,B01AD11,1,False,bio_api,1.0,1.0,DE,1.0,10000.0,True,1.0,DE
tetanus immunoglobulin,HUMAN TETANUS IMMUNOGLOBULIN,J06BB02,1,False,,,,,,,,,
thalidomide,THALIDOMIDE,L04AX02,1,False,batch_release,2.0,2.0,DE,0.5,5000.0,False,1.0,DE|NL
thiamazole,THIAMAZOLE,H03BB02,1,False,api_cep,2.0,2.0,DE,0.5,5000.0,False,0.5,DE|IN
thiotepa,THIOTEPA,L01AC01,1,False,batch_release,1.0,1.0,IT,1.0,10000.0,True,1.0,IT
tioguanine,TIOGUANINE,L01BB03,1,False,,,,,,,,,
tobramycin,TOBRAMYCIN,J01GB01,1,False,api_cep,5.0,3.0,CN,0.4,3600.0,False,0.2,CN|NL|US
tobramycin,TOBRAMYCIN,J01GB01,1,False,batch_release,2.0,2.0,DE,0.5,5000.0,False,1.0,DE|IE
topotecan,TOPOTECAN,L01CE01,1,False,batch_release,7.0,5.0,DE,0.2857142857142857,2244.9,False,1.0,BE|DE|ES|IT|RO
trametinib,TRAMETINIB,L01EE01,1,False,batch_release,4.0,3.0,SI,0.5,3750.0,False,1.0,DE|ES|SI
tranexamic acid,TRANEXAMIC ACID,B02AA02,1,False,api_cep,10.0,3.0,CN,0.4,3400.0,False,0.0,CN|IN|JP
treosulfan,TREOSULFAN,L01AB02,1,False,batch_release,1.0,1.0,DE,1.0,10000.0,True,1.0,DE
tretinoin,TRETINOIN,L01XF01,1,False,api_cep,5.0,5.0,CH,0.2,2000.0,False,0.4,CH|CN|DE|IN|IT
trimethoprim,TRIMETHOPRIM,J01EA01,1,False,api_cep,11.0,5.0,CN,0.36363636363636365,2892.6,False,0.09090909090909091,CN|DE|IL|IN|KR
tuberculin,TUBERCULIN,V04CF01,1,False,,,,,,,,,
typhoid vaccine,TYPHOID VACCINE (polysaccharide),J07AP03,1,False,,,,,,,,,
valganciclovir,VALGANCICLOVIR,J05AB14,1,False,api_cep,5.0,2.0,IN,0.6,5200.0,False,0.0,CN|IN
valproic acid,VALPROIC ACID,N03AG01,1,False,api_cep,9.0,6.0,IN,0.4444444444444444,2592.6,False,0.3333333333333333,DK|FR|IN|JP|NL|TW
vancomycin,VANCOMYCIN,J01XA01,1,False,api_cep,7.0,7.0,CN,0.14285714285714285,1428.6,False,0.42857142857142855,CN|DK|HU|IN|KR|SI|US
varicella vaccine,VARICELLA VACCINE (live),J07BK01,1,False,,,,,,,,,
verapamil,VERAPAMIL,C08DA01,1,False,api_cep,9.0,5.0,IN,0.5555555555555556,3580.2,False,0.2222222222222222,CH|IN|IT|NL|US
verteporfin,VERTEPORFIN,S01LA01,1,False,batch_release,2.0,2.0,DE,0.5,5000.0,False,1.0,DE|FR
vigabatrin,VIGABATRIN,N03AG04,1,False,api_cep,4.0,1.0,IN,1.0,10000.0,True,0.0,IN
vigabatrin,VIGABATRIN,N03AG04,1,False,batch_release,3.0,1.0,FR,1.0,10000.0,True,1.0,FR
vinblastine,VINBLASTINE,L01CA01,1,False,api_cep,4.0,4.0,BE,0.25,2500.0,False,0.75,BE|HU|IE|IN
vincristine,VINCRISTINE,L01CA02,1,False,api_cep,6.0,6.0,BE,0.16666666666666666,1666.7,False,0.5,BE|CN|HU|IE|IN|ZA
vismodegib,VISMODEGIB,L01XJ01,1,False,batch_release,1.0,1.0,DE,1.0,10000.0,True,1.0,DE
warfarin,WARFARIN,B01AA03,1,False,api_cep,8.0,5.0,IN,0.5,3125.0,False,0.375,AT|DE|IL|IN|SE
yellow fever vaccine,YELLOW FEVER VACCINE,J07BL01,1,False,,,,,,,,,
zidovudine,ZIDOVUDINE,J05AF01,1,False,api_cep,11.0,5.0,IN,0.36363636363636365,2562.0,False,0.09090909090909091,CN|ES|GB|IN|KR
