atc_code,atc_level1,role,n_substances,n_suppliers,n_ulcm_substances,n_countries,top_country,top_country_share,hhi_country,eu_eea_share
D03AX16,D,bio_api,1,1,0,1,US,1.0,10000.0,0.0
D03AX16,D,mah_national,1,1,0,,,,,
D03BA,D,mah_national,2,1,0,,,,,
D03BA03,D,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
D03BA03,D,bio_api,1,1,0,1,IL,1.0,10000.0,0.0
D03BA03,D,mah_national,1,1,0,,,,,
D03BA52,D,mah_national,2,1,0,,,,,
D04AA,D,mah_national,1,1,0,,,,,
D04AA02,D,mah_national,1,1,0,,,,,
D04AA13,D,mah_national,1,1,0,,,,,
D04AX,D,mah_national,1,1,0,,,,,
D05AA,D,mah_national,3,3,0,,,,,
D05AX,D,mah_national,3,5,0,,,,,
D05AX02,D,mah_national,1,1,0,,,,,
D05AX03,D,mah_national,1,1,0,,,,,
D05AX52,D,mah_national,2,5,0,,,,,
D05BB,D,mah_national,1,2,0,,,,,
D05BB02,D,mah_national,1,3,0,,,,,
D06AX,D,mah_national,5,3,0,,,,,
D06AX01,D,mah_national,2,2,0,,,,,
D06AX04,D,mah_national,2,1,0,,,,,
D06AX09,D,mah_national,1,1,0,,,,,
D06BB,D,mah_national,7,8,2,,,,,
D06BB03,D,mah_national,2,5,1,,,,,
D06BB04,D,mah_national,1,1,0,,,,,
D06BB06,D,mah_national,1,1,0,,,,,
D06BB10,D,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
D06BB10,D,mah_national,1,1,0,,,,,
D06BB12,D,mah_national,1,1,0,,,,,
D06BB53,D,mah_national,2,1,2,,,,,
D06BX,D,mah_national,1,1,1,,,,,
D06BX01,D,mah_national,1,1,1,,,,,
D06BX03,D,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
D06BX03,D,mah_national,1,1,0,,,,,
D07AA,D,mah_national,2,4,1,,,,,
D07AA02,D,mah_national,1,3,1,,,,,
D07AA03,D,mah_national,1,1,0,,,,,
D07AB,D,mah_national,3,3,1,,,,,
D07AB01,D,mah_national,1,1,0,,,,,
D07AB02,D,mah_national,1,1,1,,,,,
D07AB10,D,mah_national,1,1,0,,,,,
D07AC,D,mah_national,2,5,0,,,,,
D07AC01,D,mah_national,1,3,0,,,,,
D07AC13,D,mah_national,1,3,0,,,,,
D07AD,D,mah_national,1,2,0,,,,,
D07AD01,D,mah_national,1,2,0,,,,,
D07BA,D,mah_national,6,1,1,,,,,
D07CA,D,mah_national,2,1,1,,,,,
D07CA01,D,mah_national,2,1,1,,,,,
D07CC,D,mah_national,2,2,0,,,,,
D07CC01,D,mah_national,2,6,0,,,,,
D07XA,D,mah_national,3,1,1,,,,,
D07XA01,D,mah_national,3,1,1,,,,,
D07XC,D,mah_national,2,2,0,,,,,
D07XC01,D,mah_national,2,2,0,,,,,
D08AA,D,mah_national,2,1,1,,,,,
D08AC,D,mah_national,5,5,0,,,,,
D08AC02,D,mah_national,1,1,0,,,,,
D08AC52,D,mah_national,5,5,0,,,,,
D08AE,D,mah_national,1,1,0,,,,,
D08AE05,D,mah_national,1,1,0,,,,,
D08AG,D,mah_national,3,2,0,,,,,
D08AG02,D,mah_national,1,1,0,,,,,
D08AG03,D,mah_national,2,1,0,,,,,
D08AJ,D,mah_national,6,4,0,,,,,
D08AJ01,D,mah_national,2,1,0,,,,,
D08AJ04,D,mah_national,6,4,0,,,,,
D09AB,D,mah_national,1,1,0,,,,,
D09AB01,D,mah_national,1,1,0,,,,,
D10AD,D,mah_national,1,3,0,,,,,
D10AD03,D,mah_national,1,3,0,,,,,
D10AD06,D,mah_national,1,1,0,,,,,
D10AD53,D,mah_national,3,2,0,,,,,
D10AE,D,mah_national,2,3,0,,,,,
D10AE01,D,mah_national,2,3,0,,,,,
D10AF,D,mah_national,5,7,3,,,,,
D10AF01,D,mah_national,2,5,2,,,,,
D10AF51,D,mah_national,3,3,1,,,,,
D10AF52,D,mah_national,2,3,1,,,,,
D10AX,D,mah_national,2,2,0,,,,,
D10AX03,D,mah_national,1,1,0,,,,,
D10AX06,D,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
D10AX06,D,mah_national,1,1,0,,,,,
D10BA,D,mah_national,1,1,0,,,,,
D10BA01,D,mah_national,1,4,0,,,,,
D11,D,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
D11,D,bio_api,1,2,0,2,KR,0.5,5000.0,0.0
D11A,D,mah_national,1,1,1,,,,,
D11AA,D,mah_national,2,2,0,,,,,
D11AC,D,mah_national,4,2,0,,,,,
D11AC03,D,mah_national,1,1,0,,,,,
D11AC08,D,mah_national,3,1,0,,,,,
D11AF,D,mah_national,2,2,0,,,,,
D11AH,D,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
D11AH,D,mah_national,3,3,1,,,,,
D11AH01,D,api_cep,1,10,1,5,CN,0.4,2800.0,0.2
D11AH01,D,batch_release,1,1,1,1,IE,1.0,10000.0,1.0
D11AH01,D,mah_national,1,3,1,,,,,
D11AH05,D,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
D11AH05,D,bio_api,1,4,0,4,BE,0.25,2500.0,0.5
D11AH05,D,mah_national,1,1,0,,,,,
D11AH07,D,mah_national,1,1,0,,,,,
D11AH08,D,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
D11AH08,D,mah_national,1,1,0,,,,,
D11AH09,D,mah_national,1,1,0,,,,,
D11AH10,D,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
D11AH10,D,bio_api,1,1,0,1,KR,1.0,10000.0,0.0
D11AH10,D,mah_national,1,1,0,,,,,
D11AH11,D,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
D11AH11,D,mah_national,1,1,0,,,,,
D11AH12,D,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
D11AH12,D,bio_api,1,1,0,1,JP,1.0,10000.0,0.0
D11AH12,D,mah_national,1,1,0,,,,,
D11AX,D,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
D11AX,D,mah_national,7,5,1,,,,,
D11AX01,D,mah_national,1,2,0,,,,,
D11AX05,D,mah_national,1,1,1,,,,,
D11AX10,D,mah_national,1,2,0,,,,,
D11AX14,D,api_cep,1,10,1,5,CN,0.4,2800.0,0.2
D11AX16,D,mah_national,1,1,0,,,,,
D11AX18,D,mah_national,1,3,0,,,,,
D11AX21,D,api_cep,1,11,0,5,IN,0.6364,4380.2,0.2727
D11AX21,D,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
D11AX21,D,mah_national,1,1,0,,,,,
D11AX22,D,mah_national,1,2,0,,,,,
G01AA,G,mah_national,1,2,1,,,,,
G01AA10,G,mah_national,1,2,1,,,,,
G01AF,G,mah_national,3,4,0,,,,,
G01AF02,G,mah_national,1,3,0,,,,,
G01AF05,G,mah_national,1,1,0,,,,,
G01AF12,G,mah_national,1,1,0,,,,,
G02AB01,G,api_cep,1,1,1,1,CZ,1.0,10000.0,1.0
G02AC,G,mah_national,2,1,1,,,,,
G02AC01,G,mah_national,2,1,1,,,,,
G02AD,G,mah_national,1,2,0,,,,,
G02AD02,G,mah_national,1,2,0,,,,,
G02AD06,G,mah_national,1,3,0,,,,,
G02BA,G,mah_national,1,3,0,,,,,
G02BA03,G,mah_national,1,4,0,,,,,
G02CB,G,mah_national,1,4,0,,,,,
G02CB03,G,mah_national,1,5,0,,,,,
G02CX,G,mah_national,1,2,0,,,,,
G02CX01,G,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
G02CX01,G,mah_national,1,2,0,,,,,
G02CX06,G,mah_national,1,1,0,,,,,
G02CX07,G,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
G02CX07,G,mah_national,1,1,0,,,,,
G03,G,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
G03,G,mah_national,1,1,0,,,,,
G03AA,G,mah_national,12,9,0,,,,,
G03AA07,G,mah_national,2,6,0,,,,,
G03AA09,G,mah_national,2,2,0,,,,,
G03AA10,G,mah_national,2,1,0,,,,,
G03AA11,G,mah_national,2,1,0,,,,,
G03AA12,G,mah_national,3,5,0,,,,,
G03AA13,G,batch_release,1,1,0,1,HU,1.0,10000.0,1.0
G03AA14,G,batch_release,1,4,0,3,NL,0.5,3750.0,1.0
G03AA14,G,mah_national,2,1,0,,,,,
G03AA16,G,mah_national,3,3,0,,,,,
G03AA18,G,mah_national,2,2,0,,,,,
G03AB,G,mah_national,2,2,0,,,,,
G03AB03,G,mah_national,2,2,0,,,,,
G03AC,G,mah_national,4,4,0,,,,,
G03AC01,G,mah_national,1,1,0,,,,,
G03AC06,G,mah_national,1,1,0,,,,,
G03AC08,G,mah_national,1,3,0,,,,,
G03AC09,G,mah_national,1,3,0,,,,,
G03AD,G,mah_national,2,5,0,,,,,
G03AD01,G,mah_national,1,5,0,,,,,
G03AD02,G,batch_release,1,3,0,2,FR,0.6667,5555.6,1.0
G03AD02,G,mah_national,1,2,0,,,,,
G03B,G,mah_national,1,1,0,,,,,
G03BA,G,mah_national,1,3,0,,,,,
G03BA03,G,api_cep,1,12,0,8,CN,0.25,1527.8,0.4167
G03BA03,G,mah_national,1,8,0,,,,,
G03BB,G,mah_national,2,1,0,,,,,
G03BB01,G,mah_national,2,1,0,,,,,
G03CA,G,mah_national,4,11,0,,,,,
G03CA03,G,mah_national,1,9,0,,,,,
G03CA04,G,mah_national,2,5,0,,,,,
G03CA10,G,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
G03CA10,G,mah_national,1,1,0,,,,,
G03CA53,G,mah_national,2,1,0,,,,,
G03CA57,G,mah_national,1,1,0,,,,,
G03CC07,G,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
G03CX,G,mah_national,3,3,0,,,,,
G03CX01,G,mah_national,1,2,0,,,,,
G03DA,G,mah_national,2,4,0,,,,,
G03DA02,G,mah_national,1,1,0,,,,,
G03DA04,G,mah_national,1,9,0,,,,,
G03DB,G,mah_national,2,2,0,,,,,
G03DB01,G,mah_national,1,1,0,,,,,
G03DB08,G,mah_national,1,2,0,,,,,
G03FA,G,mah_national,6,5,0,,,,,
G03FA01,G,mah_national,2,2,0,,,,,
G03FA14,G,mah_national,2,3,0,,,,,
G03FA15,G,mah_national,2,1,0,,,,,
G03FA17,G,mah_national,3,2,0,,,,,
G03FB,G,mah_national,3,2,0,,,,,
G03FB05,G,mah_national,2,1,0,,,,,
G03FB08,G,mah_national,2,1,0,,,,,
G03GA,G,mah_national,7,9,0,,,,,
G03GA01,G,mah_national,1,1,0,,,,,
G03GA02,G,mah_national,1,2,0,,,,,
G03GA04,G,mah_national,1,1,0,,,,,
G03GA05,G,batch_release,1,4,0,4,DE,0.25,2500.0,1.0
G03GA05,G,bio_api,1,4,0,4,AT,0.25,2500.0,0.75
G03GA05,G,mah_national,1,4,0,,,,,
G03GA06,G,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
G03GA06,G,bio_api,1,1,0,1,NL,1.0,10000.0,1.0
G03GA06,G,mah_national,1,1,0,,,,,
G03GA07,G,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
G03GA07,G,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
G03GA07,G,mah_national,1,1,0,,,,,
G03GA08,G,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
G03GA08,G,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
G03GA08,G,mah_national,1,1,0,,,,,
G03GA09,G,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
G03GA09,G,bio_api,1,1,0,1,NL,1.0,10000.0,1.0
G03GA09,G,mah_national,1,1,0,,,,,
G03GA10,G,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
G03GA10,G,bio_api,1,1,0,1,IL,1.0,10000.0,0.0
G03GA10,G,mah_national,1,1,0,,,,,
G03GA30,G,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
G03GA30,G,bio_api,1,2,0,2,CH,0.5,5000.0,0.5
G03GA30,G,mah_national,2,1,0,,,,,
G03GB,G,mah_national,1,1,0,,,,,
G03GB02,G,mah_national,1,1,0,,,,,
G03HA01,G,mah_national,1,1,0,,,,,
G03HB,G,mah_national,2,3,0,,,,,
G03HB01,G,mah_national,2,3,0,,,,,
G03X,G,mah_national,1,2,0,,,,,
G03XB01,G,mah_national,1,1,1,,,,,
G03XC,G,mah_national,2,2,0,,,,,
G03XC01,G,api_cep,1,12,0,4,IN,0.6667,4861.1,0.25
G03XC01,G,batch_release,1,2,0,2,ES,0.5,5000.0,1.0
G03XC01,G,mah_national,1,1,0,,,,,
G03XC02,G,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
G03XC02,G,mah_national,1,1,0,,,,,
G03XC05,G,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
G03XC05,G,mah_national,1,1,0,,,,,
G03XX01,G,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
G04BD,G,mah_national,10,15,0,,,,,
G04BD02,G,mah_national,1,1,0,,,,,
G04BD04,G,api_cep,1,10,0,4,IN,0.6,4200.0,0.3
G04BD04,G,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
G04BD04,G,mah_national,1,2,0,,,,,
G04BD06,G,mah_national,1,1,0,,,,,
G04BD07,G,mah_national,1,5,0,,,,,
G04BD08,G,mah_national,1,8,0,,,,,
G04BD09,G,mah_national,1,3,0,,,,,
G04BD10,G,batch_release,1,2,0,2,AT,0.5,5000.0,1.0
G04BD10,G,mah_national,1,1,0,,,,,
G04BD11,G,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
G04BD11,G,mah_national,1,7,0,,,,,
G04BD12,G,api_cep,1,20,0,2,IN,0.75,6250.0,0.0
G04BD12,G,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
G04BD12,G,mah_national,1,5,0,,,,,
G04BD15,G,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
G04BD15,G,mah_national,1,1,0,,,,,
G04BE,G,api_cep,1,3,0,3,FR,0.3333,3333.3,0.3333
G04BE,G,mah_national,6,18,0,,,,,
G04BE01,G,mah_national,1,2,0,,,,,
G04BE03,G,api_cep,1,21,0,3,IN,0.8095,6780.0,0.0
G04BE03,G,batch_release,1,10,0,7,DE,0.3,1800.0,1.0
G04BE03,G,mah_national,2,13,0,,,,,
G04BE08,G,api_cep,1,24,0,5,IN,0.625,4583.3,0.125
G04BE08,G,batch_release,1,6,0,5,IE,0.3333,2222.2,1.0
G04BE08,G,mah_national,1,9,0,,,,,
G04BE09,G,api_cep,1,5,0,1,IN,1.0,10000.0,0.0
G04BE09,G,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
G04BE09,G,mah_national,1,3,0,,,,,
G04BE10,G,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
G04BE10,G,mah_national,1,1,0,,,,,
G04BX,G,mah_national,2,2,0,,,,,
G04BX14,G,mah_national,1,1,0,,,,,
G04BX15,G,mah_national,1,1,0,,,,,
G04CA,G,mah_national,5,15,0,,,,,
G04CA01,G,mah_national,1,3,0,,,,,
G04CA02,G,mah_national,1,9,0,,,,,
G04CA03,G,mah_national,1,1,0,,,,,
G04CA04,G,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
G04CA04,G,mah_national,1,1,0,,,,,
G04CA52,G,mah_national,2,8,0,,,,,
G04CA53,G,mah_national,2,6,0,,,,,
G04CB,G,mah_national,2,8,0,,,,,
G04CB01,G,mah_national,1,5,0,,,,,
G04CB02,G,mah_national,1,6,0,,,,,
H01AA,H,mah_national,1,1,0,,,,,
H01AA02,H,mah_national,1,1,0,,,,,
H01AB01,H,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
H01AB01,H,bio_api,1,1,0,1,US,1.0,10000.0,0.0
H01AB01,H,mah_national,1,1,0,,,,,
H01AC,H,mah_national,4,6,0,,,,,
H01AC01,H,batch_release,1,3,0,2,AT,0.6667,5555.6,1.0
H01AC01,H,bio_api,1,2,0,2,AT,0.5,5000.0,0.5
H01AC01,H,mah_national,1,6,0,,,,,
H01AC03,H,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
H01AC03,H,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
H01AC03,H,mah_national,1,1,0,,,,,
H01AC07,H,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
H01AC07,H,bio_api,1,1,0,1,US,1.0,10000.0,0.0
H01AC07,H,mah_national,1,1,0,,,,,
H01AC08,H,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
H01AC08,H,bio_api,1,1,0,1,IE,1.0,10000.0,1.0
H01AC08,H,mah_national,1,1,0,,,,,
H01AC09,H,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
H01AC09,H,bio_api,1,2,0,2,CH,0.5,5000.0,0.0
H01AC09,H,mah_national,2,1,0,,,,,
H01AX01,H,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
H01AX01,H,bio_api,1,2,0,2,IE,0.5,5000.0,1.0
H01AX01,H,mah_national,1,1,0,,,,,
H01BA,H,mah_national,3,3,2,,,,,
H01BA01,H,mah_national,1,1,1,,,,,
H01BA02,H,api_cep,4,12,1,7,IN,0.3333,1944.4,0.4167
H01BA02,H,mah_national,1,3,1,,,,,
H01BA04,H,mah_national,1,2,0,,,,,
H01BB,H,mah_national,2,3,2,,,,,
H01BB02,H,api_cep,1,6,1,4,CN,0.5,3333.3,0.3333
H01BB02,H,mah_national,1,3,1,,,,,
H01BB03,H,mah_national,1,2,1,,,,,
H01C,H,mah_national,3,1,0,,,,,
H01CA,H,mah_national,1,1,0,,,,,
H01CA02,H,mah_national,1,1,0,,,,,
H01CB,H,mah_national,6,7,0,,,,,
H01CB02,H,api_cep,1,10,0,4,CN,0.5,3600.0,0.1
H01CB02,H,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
H01CB02,H,mah_national,3,5,0,,,,,
H01CB03,H,mah_national,1,6,0,,,,,
H01CB05,H,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
H01CB05,H,mah_national,2,1,0,,,,,
H01CB06,H,mah_national,1,1,0,,,,,
H01CC,H,mah_national,2,2,0,,,,,
H01CC01,H,batch_release,1,2,0,2,HU,0.5,5000.0,1.0
H01CC01,H,mah_national,1,2,0,,,,,
H01CC02,H,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
H01CC02,H,mah_national,1,2,0,,,,,
H01CC04,H,batch_release,1,1,0,1,PL,1.0,10000.0,1.0
H01CC04,H,mah_national,1,1,0,,,,,
H01CC54,H,batch_release,1,1,0,1,HU,1.0,10000.0,1.0
H01CC54,H,mah_national,3,1,0,,,,,
H02AA,H,mah_national,1,1,1,,,,,
H02AA02,H,api_cep,1,2,1,2,CN,0.5,5000.0,0.5
H02AA02,H,mah_national,1,2,1,,,,,
H02AB,H,mah_national,5,13,4,,,,,
H02AB02,H,api_cep,1,14,0,7,CN,0.4286,2449.0,0.2143
H02AB02,H,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
H02AB02,H,mah_national,1,12,0,,,,,
H02AB04,H,api_cep,2,10,1,5,CN,0.4,2800.0,0.4
H02AB04,H,mah_national,2,1,2,,,,,
H02AB06,H,api_cep,4,11,1,6,CN,0.4545,2727.3,0.1818
H02AB06,H,mah_national,1,5,1,,,,,
H02AB09,H,api_cep,5,16,1,7,CN,0.4375,2578.1,0.375
H02AB09,H,batch_release,1,4,1,2,FR,0.5,5000.0,1.0
H02AB09,H,mah_national,1,7,1,,,,,
H02AB18,H,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
H02AB18,H,mah_national,1,1,0,,,,,
H02CA,H,mah_national,1,1,0,,,,,
H02CA02,H,batch_release,1,2,0,2,FR,0.5,5000.0,1.0
H02CA02,H,mah_national,1,1,0,,,,,
H02CA03,H,api_cep,1,7,0,5,IN,0.3333,2222.2,0.5
H03AA,H,mah_national,1,4,0,,,,,
H03AA01,H,mah_national,2,6,0,,,,,
H03AA04,H,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
H03AA04,H,mah_national,1,1,0,,,,,
H03BA,H,mah_national,1,1,1,,,,,
H03BA02,H,api_cep,1,2,1,2,CN,0.5,5000.0,0.0
H03BA02,H,mah_national,1,1,1,,,,,
H03BB,H,mah_national,1,2,1,,,,,
H03BB01,H,api_cep,1,4,1,2,IN,0.75,6250.0,0.25
H03BB01,H,mah_national,1,3,1,,,,,
H03BB02,H,api_cep,1,2,1,2,DE,0.5,5000.0,0.5
H04AA,H,mah_national,1,2,1,,,,,
H04AA01,H,batch_release,1,2,1,2,FR,0.5,5000.0,1.0
H04AA01,H,mah_national,1,3,1,,,,,
H04AA02,H,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
H04AA02,H,mah_national,1,1,0,,,,,
H05AA,H,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
H05AA,H,mah_national,3,6,0,,,,,
H05AA02,H,batch_release,1,8,0,6,DE,0.25,1875.0,1.0
H05AA02,H,bio_api,1,5,0,4,IN,0.4,2800.0,0.4
H05AA02,H,mah_national,1,9,0,,,,,
H05AA03,H,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
H05AA03,H,bio_api,1,1,0,1,AT,1.0,10000.0,1.0
H05AA03,H,mah_national,1,1,0,,,,,
H05AA04,H,batch_release,1,1,0,1,PL,1.0,10000.0,1.0
H05AA04,H,mah_national,1,1,0,,,,,
H05AA05,H,mah_national,2,1,0,,,,,
H05B,H,mah_national,2,1,0,,,,,
H05BA,H,mah_national,1,1,0,,,,,
H05BA01,H,mah_national,1,1,0,,,,,
H05BX,H,mah_national,3,3,0,,,,,
H05BX01,H,batch_release,1,9,0,9,BE,0.1111,1111.1,1.0
H05BX01,H,mah_national,1,3,0,,,,,
H05BX02,H,mah_national,1,2,0,,,,,
H05BX04,H,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
H05BX04,H,mah_national,1,1,0,,,,,
J01AA,J,mah_national,5,9,1,,,,,
J01AA02,J,api_cep,1,9,1,3,CN,0.7778,6296.3,0.0
J01AA02,J,mah_national,2,7,1,,,,,
J01AA04,J,mah_national,2,4,0,,,,,
J01AA08,J,mah_national,1,2,0,,,,,
J01AA12,J,api_cep,1,4,0,4,CN,0.25,2500.0,0.5
J01AA12,J,batch_release,1,4,0,4,ES,0.25,2500.0,1.0
J01AA12,J,mah_national,1,3,0,,,,,
J01AA13,J,batch_release,1,3,0,2,DE,0.6667,5555.6,1.0
J01AA13,J,mah_national,1,1,0,,,,,
J01CA,J,mah_national,3,7,1,,,,,
J01CA01,J,api_cep,1,15,1,7,CN,0.3333,1911.1,0.3333
J01CA04,J,api_cep,1,19,1,9,CN,0.2632,1634.3,0.2632
J01CA04,J,mah_national,2,6,1,,,,,
J01CA08,J,mah_national,1,1,0,,,,,
J01CA17,J,mah_national,2,1,0,,,,,
J01CE,J,mah_national,2,3,2,,,,,
J01CE01,J,api_cep,1,6,1,6,AT,0.1667,1666.7,0.5
J01CE01,J,mah_national,1,4,1,,,,,
J01CE02,J,api_cep,1,4,1,4,AT,0.25,2500.0,0.75
J01CE02,J,mah_national,1,3,1,,,,,
J01CF,J,mah_national,1,7,1,,,,,
J01CF02,J,api_cep,1,8,1,4,IN,0.375,3125.0,0.625
J01CF05,J,api_cep,1,8,1,4,IT,0.5,3437.5,0.625
J01CF05,J,mah_national,1,10,1,,,,,
J01CR,J,mah_national,5,13,1,,,,,
J01CR02,J,mah_national,3,11,1,,,,,
J01CR05,J,mah_national,2,7,0,,,,,
J01D,J,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
J01D,J,mah_national,1,1,1,,,,,
J01DA08,J,mah_national,1,1,1,,,,,
J01DB,J,mah_national,1,1,0,,,,,
J01DB01,J,mah_national,1,1,0,,,,,
J01DC,J,mah_national,2,5,1,,,,,
J01DC02,J,api_cep,1,27,1,7,IN,0.4815,2839.5,0.1481
J01DC02,J,mah_national,1,6,1,,,,,
J01DC04,J,mah_national,1,1,0,,,,,
J01DD,J,mah_national,5,8,4,,,,,
J01DD01,J,api_cep,1,13,1,5,IN,0.3846,2781.1,0.2308
J01DD01,J,mah_national,1,5,1,,,,,
J01DD02,J,api_cep,1,9,1,6,IN,0.2222,1851.9,0.3333
J01DD02,J,mah_national,1,4,1,,,,,
J01DD04,J,api_cep,1,13,1,6,IN,0.3846,2426.0,0.3077
J01DD04,J,mah_national,2,6,2,,,,,
J01DD08,J,api_cep,1,16,1,5,IN,0.625,4296.9,0.0625
J01DD08,J,mah_national,1,1,1,,,,,
J01DD52,J,batch_release,1,1,1,1,IT,1.0,10000.0,1.0
J01DD52,J,mah_national,2,1,1,,,,,
J01DE51,J,batch_release,1,1,0,1,PT,1.0,10000.0,1.0
J01DE51,J,mah_national,2,1,0,,,,,
J01DF,J,mah_national,1,1,1,,,,,
J01DF01,J,batch_release,1,1,1,1,IE,1.0,10000.0,1.0
J01DF01,J,mah_national,1,2,1,,,,,
J01DF51,J,batch_release,1,1,0,1,BE,1.0,10000.0,1.0
J01DF51,J,mah_national,2,1,1,,,,,
J01DH,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J01DH,J,mah_national,5,9,0,,,,,
J01DH02,J,mah_national,2,11,0,,,,,
J01DH03,J,batch_release,1,3,0,3,FR,0.3333,3333.3,1.0
J01DH03,J,mah_national,1,2,0,,,,,
J01DH51,J,mah_national,2,2,0,,,,,
J01DH52,J,mah_national,2,1,0,,,,,
J01DH56,J,batch_release,1,1,1,1,FR,1.0,10000.0,1.0
J01DH56,J,mah_national,3,1,0,,,,,
J01DI,J,mah_national,4,3,0,,,,,
J01DI01,J,mah_national,1,1,0,,,,,
J01DI02,J,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
J01DI02,J,mah_national,1,1,0,,,,,
J01DI04,J,mah_national,1,1,0,,,,,
J01DI54,J,batch_release,1,1,1,1,FR,1.0,10000.0,1.0
J01DI54,J,mah_national,2,1,0,,,,,
J01EA,J,mah_national,1,3,1,,,,,
J01EA01,J,api_cep,1,11,1,5,CN,0.3636,2892.6,0.0909
J01EA01,J,mah_national,1,3,1,,,,,
J01EE,J,mah_national,2,1,1,,,,,
J01EE01,J,mah_national,2,2,1,,,,,
J01F,J,mah_national,1,1,1,,,,,
J01FA,J,mah_national,4,12,3,,,,,
J01FA01,J,api_cep,3,10,1,5,IN,0.4,2800.0,0.1
J01FA01,J,mah_national,2,2,1,,,,,
J01FA09,J,api_cep,3,16,1,6,CN,0.5,3281.2,0.125
J01FA09,J,mah_national,2,11,1,,,,,
J01FA10,J,api_cep,3,17,1,5,CN,0.5294,3564.0,0.1765
J01FA10,J,mah_national,1,6,1,,,,,
J01FF,J,mah_national,1,4,1,,,,,
J01FF01,J,api_cep,1,12,1,3,CN,0.75,5972.2,0.25
J01FF01,J,mah_national,1,8,1,,,,,
J01GB,J,mah_national,3,8,3,,,,,
J01GB01,J,api_cep,2,6,1,3,CN,0.5,3888.9,0.1667
J01GB01,J,batch_release,1,2,1,2,DE,0.5,5000.0,1.0
J01GB01,J,mah_national,1,6,1,,,,,
J01GB03,J,api_cep,1,3,1,2,CN,0.6667,5555.6,0.3333
J01GB03,J,mah_national,1,3,1,,,,,
J01GB06,J,api_cep,1,2,1,1,CN,1.0,10000.0,0.0
J01GB06,J,mah_national,1,5,1,,,,,
J01MA,J,mah_national,4,11,2,,,,,
J01MA02,J,api_cep,2,17,1,5,IN,0.6471,4602.1,0.1176
J01MA02,J,mah_national,1,7,1,,,,,
J01MA12,J,api_cep,1,17,1,4,IN,0.5294,4117.6,0.1176
J01MA12,J,batch_release,1,1,1,1,IT,1.0,10000.0,1.0
J01MA12,J,mah_national,1,6,1,,,,,
J01MA14,J,mah_national,1,2,0,,,,,
J01MA23,J,batch_release,1,4,0,1,IT,1.0,10000.0,1.0
J01MA23,J,mah_national,1,1,0,,,,,
