search_atc,atc_code,atc_text,eingangsnummer,arzneimittel,role,name,pu_nummer,plz_ort,land
A10AC01,A10AC01,Insulin (human),2791066,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AC01,A10AC01,Insulin (human),2791066,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AC01,A10AC01,Insulin (human),2797159,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
A10AC01,A10AC01,Insulin (human),2797159,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
A10AC01,A10AC01,Insulin (human),2791142,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AC01,A10AC01,Insulin (human),2791142,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AC01,A10AC01,Insulin (human),2791116,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AC01,A10AC01,Insulin (human),2791116,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AC01,A10AC01,Insulin (human),2791318,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AC01,A10AC01,Insulin (human),2791318,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AC01,A10AC01,Insulin (human),2701997,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(1x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AC01,A10AC01,Insulin (human),2701997,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(1x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AC01,A10AC01,Insulin (human),2791249,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AC01,A10AC01,Insulin (human),2791249,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AC01,A10AC01,Insulin (human),2791317,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AC01,A10AC01,Insulin (human),2791317,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AC01,A10AC01,Insulin (human),2791081,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AC01,A10AC01,Insulin (human),2791081,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AC01,A10AC01,Insulin (human),2791141,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AC01,A10AC01,Insulin (human),2791141,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AC01,A10AC01,Insulin (human),2791065,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AC01,A10AC01,Insulin (human),2791065,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AC01,A10AC01,Insulin (human),2797158,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
A10AC01,A10AC01,Insulin (human),2797158,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,CC - Pharma GmbH,8029457,54570 Densborn,Deutschland
A10AC01,A10AC01,Insulin (human),2701998,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AC01,A10AC01,Insulin (human),2701998,Protaphane Penfill 100 I.E./ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702230,Actraphane 30 100 IE/ml Injektionssuspension in Durchstechflasche - OP(1x10ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702230,Actraphane 30 100 IE/ml Injektionssuspension in Durchstechflasche - OP(1x10ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702231,Actraphane 30 100 IE/ml Injektionssuspension in Durchstechflasche - OP(5x10ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702231,Actraphane 30 100 IE/ml Injektionssuspension in Durchstechflasche - OP(5x10ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702912,Actraphane 30 100 IE/ml Injektionssuspension in Durchstechflasche - OP5x(1x10ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702912,Actraphane 30 100 IE/ml Injektionssuspension in Durchstechflasche - OP5x(1x10ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin human,2702228,Actraphane 30 40 IE/ml Injektionssuspension in Durchstechflasche - OP(1x10ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin human,2702228,Actraphane 30 40 IE/ml Injektionssuspension in Durchstechflasche - OP(1x10ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702229,Actraphane 30 40 IE/ml Injektionssuspension in Durchstechflasche - OP(5x10ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702229,Actraphane 30 40 IE/ml Injektionssuspension in Durchstechflasche - OP(5x10ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702911,Actraphane 30 40 IE/ml Injektionssuspension in Durchstechflasche - OP5x(1x10ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702911,Actraphane 30 40 IE/ml Injektionssuspension in Durchstechflasche - OP5x(1x10ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702242,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(10x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702242,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(10x3ml),Hersteller/Endfreigabe,Novo Nordisk Production SAS (BS 1),3359954,28000 CHARTRES,Frankreich
A10AD01,A10AD01,Insulin (human),2702242,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(10x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702240,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(1x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702240,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(1x3ml),Hersteller/Endfreigabe,Novo Nordisk Production SAS (BS 1),3359954,28000 CHARTRES,Frankreich
A10AD01,A10AD01,Insulin (human),2702240,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(1x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702241,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(5x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702241,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(5x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702241,Actraphane 30 FlexPen 100 IE/ml Injektionssuspension in Injektor - OP(5x3ml),Hersteller/Endfreigabe,Novo Nordisk Production SAS (BS 1),3359954,28000 CHARTRES,Frankreich
A10AD01,A10AD01,Insulin (human),2702239,Actraphane 30 InnoLet 100 IE/ml Injektionssuspension in Injektor - OP(10x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702239,Actraphane 30 InnoLet 100 IE/ml Injektionssuspension in Injektor - OP(10x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702237,Actraphane 30 InnoLet 100 IE/ml Injektionssuspension in Injektor - OP(1x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702237,Actraphane 30 InnoLet 100 IE/ml Injektionssuspension in Injektor - OP(1x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702238,Actraphane 30 InnoLet 100 IE/ml Injektionssuspension in Injektor - OP(5x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702238,Actraphane 30 InnoLet 100 IE/ml Injektionssuspension in Injektor - OP(5x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791113,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791113,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791295,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2791295,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2702234,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702234,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791579,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791579,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791084,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2791084,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2702232,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(1x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702232,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(1x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791294,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2791294,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2791082,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791082,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791578,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791578,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2702233,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702233,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791083,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2791083,Actraphane 30 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2702254,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702254,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791128,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791128,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791304,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2791304,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2791299,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2791299,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2791243,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791243,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791088,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2791088,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(10x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2702252,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(1x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702252,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(1x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791298,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2791298,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2702253,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2702253,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Novo Nordisk A/S,3188122,2880 BAGSVAERD,Dänemark
A10AD01,A10AD01,Insulin (human),2791087,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2791087,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2791580,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791580,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,Pharma Gerke Arzneimittelvertriebs GmbH,3343338,41516 Grevenbroich,Deutschland
A10AD01,A10AD01,Insulin (human),2791127,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791127,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2791303,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2791303,Actraphane 50 Penfill 100 IE/ml Injektionssuspension in Zylinderampulle - OP(5x3ml),Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2195615,Huminsulin Profil III für Pen 3 ml 100 I.E./ml Injektionssuspension in Patrone,Zulassungsinhaber,European Pharma B.V.,8146789,9482 WG TYNAARLO,Niederlande
A10AD01,A10AD01,Insulin (human),2195615,Huminsulin Profil III für Pen 3 ml 100 I.E./ml Injektionssuspension in Patrone,Hersteller/Endfreigabe,European Pharma B.V. (BS 2),1010663,9482 WG TYNAARLO,Niederlande
A10AD01,A10AD01,Insulin (human),2173073,Humulin Profil III für Pen 3 ml,Zulassungsinhaber,EMRA-MED Arzneimittel GmbH,3263935,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2173073,Humulin Profil III für Pen 3 ml,Hersteller/Endfreigabe,MPA Pharma GmbH,3180474,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2173073,Humulin Profil III für Pen 3 ml,Hersteller/Endfreigabe,MPA Pharma GmbH,3180474,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2173073,Humulin Profil III für Pen 3 ml,Hersteller/Endfreigabe,A + S Unicare Pharma-Vertriebs GmbH,3349855,22946 Trittau,Deutschland
A10AD01,A10AD01,Insulin (human),2154702,Humulin Profil III für Pen 3ml,Zulassungsinhaber,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2154702,Humulin Profil III für Pen 3ml,Hersteller/Endfreigabe,kohlpharma GmbH,3216120,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2154702,Humulin Profil III für Pen 3ml,Hersteller/Endfreigabe,MTK-PHARMA-Vertriebs-GmbH,3293824,66663 Merzig,Deutschland
A10AD01,A10AD01,Insulin (human),2156848,Humulin Profil III für Pen 3ml,Zulassungsinhaber,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2156848,Humulin Profil III für Pen 3ml,Hersteller/Endfreigabe,EurimPharm Arzneimittel GmbH,8050167,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2156848,Humulin Profil III für Pen 3ml,Hersteller/Endfreigabe,EurimPharm Produktions GmbH,3108620,83416 Saaldorf-Surheim,Deutschland
A10AD01,A10AD01,Insulin (human),2790159,Insuman Comb 15 100 I.E./ml in Patronen - OP(10x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2790159,Insuman Comb 15 100 I.E./ml in Patronen - OP(10x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2790158,Insuman Comb 15 100 I.E./ml in Patronen - OP(4x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2790158,Insuman Comb 15 100 I.E./ml in Patronen - OP(4x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2790150,Insuman Comb 15 100 I.E./ml in Patronen - OP(5x3ml),Zulassungsinhaber,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2790150,Insuman Comb 15 100 I.E./ml in Patronen - OP(5x3ml),Hersteller/Endfreigabe,Orifarm GmbH,3237116,51381 Leverkusen,Deutschland
A10AD01,A10AD01,Insulin (human),2700531,Insuman Comb 15 100 I.E./ml Injektionssuspension in Durchstechflasche - OP(1x5ml),Zulassungsinhaber,Sanofi-Aventis Deutschland GmbH,8030868,65926 Frankfurt am Main,Deutschland
A10AD01,A10AD01,Insulin (human),2700531,Insuman Comb 15 100 I.E./ml Injektionssuspension in Durchstechflasche - OP(1x5ml),Hersteller/Endfreigabe,Sanofi-Aventis Deutschland GmbH,8030868,65926 Frankfurt am Main,Deutschland
A10AD01,A10AD01,Insulin (human),2700532,Insuman Comb 15 100 I.E./ml Injektionssuspension in Durchstechflasche - OP(5x5ml),Zulassungsinhaber,Sanofi-Aventis Deutschland GmbH,8030868,65926 Frankfurt am Main,Deutschland
