product_id,product_name,licence_number,licence_holder,atc_code,matched_critical_atc,mfr_company,mfr_address,mfr_country,pdf_url
29976,Brodilaten 1.25 mg / 2.5 ml Nebuliser solution,PA1122/024/001,Noridem Enterprises Limited,R03AC02 salbutamol,R03AC02,,,,https://assets.hpra.ie/products/Human/29976/d4596729-44fd-4afe-b6cc-348451cd365f.pdf
38739,Hydroxy-Vit 1000 microgram / ml solution for injection,PA1113/031/001,Phoenix Labs Unlimited Company,B03BA03 hydroxocobalamin,B03BA03,Laboratórios Basi – Indústria Farmacêutica S.A.,"Parque Industrial Manuel Lourenço Ferreira, Lote 8, 15 e 16, 3450-232 Mortágua",Portugal,https://assets.hpra.ie/products/Human/38739/0b9a5043-4dce-4916-a5d3-0c43842b6d83.pdf
41599,Noradrenaline (Norepinephrine) 1 mg / ml concentrate for solution for infusion,PA1968/023/001,Laboratoire Aguettant,C01CA03 norepinephrine,C01CA03,Laboratoire Aguettant | Delpharm Tours | Haupt Pharma Livron,"1 rue Alexander Fleming
69007 Lyon | Rue Paul Langevin
37 170 Chambray-Les-Tours | 1 rue Comte de Sinard,
26250 Livron Sur Drome",France | France | France,https://assets.hpra.ie/products/Human/41599/22451731-a25f-4868-aa6c-bac99bcc92c3.pdf
30451,"Ventizolve 1.26 mg nasal spray, solution in single-dose container",PA1270/002/001,Navamedic ASA,V03AB15 naloxone,V03AB15,Pharma Production AS,"Karihaugveien 22
NO-1086 OSLO",Norway,https://assets.hpra.ie/products/Human/30451/d08de95f-1e34-4e16-8a0a-bd4b3e6321ed.pdf
30758,Cymevene 500 mg powder for concentrate for solution for infusion,PA2239/003/001,CHEPLAPHARM Arzneimittel GmbH,"J05AB Nucleosides and nucleotides excl. reverse transcriptase inhibitors, J05AB06 ganciclovir",J05AB06,CHEPLAPHARM Arzneimittel GmbH | Prestige Promotion Verkaufsfoerderung & Werbeservice GmbH | Prestige Promotion Verkaufsfoerderung & Werbeservice GmbH,"Ziegelhof 23-24, 17489 Greifswald | Lindigstrasse 6, 63801 Kleinostheim | Borsigstrasse 2, 63755 Alzenau",Germany | Germany | Germany,https://assets.hpra.ie/products/Human/30758/22d5ec86-06db-4370-a391-93aaa74303ff.pdf
24544,"Ventolin Diskus 200 micrograms Inhalation Powder, pre-dispensed",PA1077/049/011,GlaxoSmithKline (Ireland) Limited,"R03AC Selective beta-2-adrenoreceptor agonists, R03AC02 salbutamol",R03AC02,Glaxo Wellcome Production,"Zone Industrielle No.2, 23 Rue Lavoisier, 27000 Evreux",France,https://assets.hpra.ie/products/Human/24544/5f774a91-c828-4314-8508-8862eac989a4.pdf
24543,"Ventolin Evohaler 100 micrograms pressurised inhalation, suspension",PA1077/049/010,GlaxoSmithKline (Ireland) Limited,"R03AC Selective beta-2-adrenoreceptor agonists, R03AC02 salbutamol",R03AC02,"Glaxo Wellcome, S.A. | Glaxo Wellcome Production","Avenida de Extramadura 09400 Aranda de Duero, Burgos | Zone Industrielle No. 2, 23 Rue Lavoisier, 27000 Evreux",Spain | France,https://assets.hpra.ie/products/Human/24543/45e25001-9776-4a11-b712-e04c952699e1.pdf
,"Tracrium 10 mg / ml solution for injection or infusion, vials",PA1691/029/002,Aspen Pharma Trading Limited,"M03AC Other quaternary ammonium compounds, M03AC04 atracurium",M03AC04,GlaxoSmithKline Manufacturing S.p.A. | Aspen Pharma Ireland Limited | Aspen Bad Oldesloe GmbH,"Strada Provinciale Asolana N 90, (loc San Polo)
43056, Torrile (PR) | 3016 Lake Drive, Citywest Business Campus, Dublin 24 | Industriestrasse 32-36, 23843 Bad Oldesloe",Italy | Ireland | Germany,https://assets.hpra.ie/products/Human/29223/e3f747f5-7542-41d3-9c6f-e4f962dc95a1.pdf
20609,Propofol-Lipuro 1% (10 mg / ml) emulsion for injection or infusion,PA0736/018/002,B. Braun Melsungen AG,"N01AX Other general anesthetics, N01AX10 propofol",N01AX10,B. Braun Melsungen AG,"Carl-Braun-Straße 1, 34212 Melsungen",Germany,https://assets.hpra.ie/products/Human/20609/f3250e3b-6f0a-4535-8f09-578aba9e489e.pdf
16697,Flucloxacillin 125mg / 5ml Oral Solution BP,PA1418/015/001,Athlone Pharmaceuticals Limited,"J01CF Beta-lactamase resistant penicillins, J01CF05 flucloxacillin",J01CF05,Athlone Pharmaceuticals Limited,"Connaught House, 1 Burlington Road, Dublin 4",Ireland,https://assets.hpra.ie/products/Human/16697/df1c323b-9548-4533-95ef-53e504002809.pdf
29049,Tipol 250 mg suppositories,PA0126/331/003,Clonmel Healthcare Ltd,"N02BE Anilides, N02BE01 paracetamol",N02BE01,bene-Arzneimittel GmbH,"Herterichstrasse 1-3, D-81479 Munich",Germany,https://assets.hpra.ie/products/Human/29049/0717f7a0-2754-48f7-98d3-62c5cda97bd2.pdf
19884,Verap 120mg Prolonged Release Tablets,PA0711/016/004,"Rowex Limited,","C08DA Phenylalkylamine derivatives, C08DA01 verapamil",C08DA01,Salutas Pharma GmbH | Rowa Pharmaceuticals Ltd.,"Otto-von-Guericke Allee 1, 39179 Barleben | Bantry, Co Cork",Germany | Ireland,https://assets.hpra.ie/products/Human/19884/b9b9b85d-50ac-4ac2-b485-adbbb9a129a9.pdf
29051,Tipol Max 1000 mg suppositories,PA0126/331/005,Clonmel Healthcare Ltd,"N02BE Anilides, N02BE01 paracetamol",N02BE01,bene-Arzneimittel GmbH,"Herterichstrasse 1-3, D-81479 Munich",Germany,https://assets.hpra.ie/products/Human/29051/3280ce83-9947-459f-9190-6c884ea1096b.pdf
16700,Flucloxacillin 500 mg capsules,PA1418/016/002,Athlone Pharmaceuticals Limited,"J01CF Beta-lactamase resistant penicillins, J01CF05 flucloxacillin",J01CF05,Athlone Laboratories Limited,"Ballymurray, Co. Roscommon",Ireland,https://assets.hpra.ie/products/Human/16700/84615ba6-5af1-43d9-b141-cb2b90326a57.pdf
16699,Flucloxacillin 250 mg Capsules,PA1418/016/001,Athlone Pharmaceuticals Limited,"J01CF Beta-lactamase resistant penicillins, J01CF05 flucloxacillin",J01CF05,Athlone Laboratories Limited,"Ballymurray, Co. Roscommon",Ireland,https://assets.hpra.ie/products/Human/16699/5c2a2c02-b3ca-4d86-8ea3-d8d16c76930a.pdf
16695,Flucloxacillin 250 mg Capsules,PA0298/016/001,Athlone Laboratories Limited,"J01CF Beta-lactamase resistant penicillins, J01CF05 flucloxacillin",J01CF05,Athlone Laboratories Limited,"Ballymurray, Co. Roscommon",Ireland,https://assets.hpra.ie/products/Human/16695/d6a641eb-e62f-4848-9f33-c0a1e09e775f.pdf
16701,Flucloxacillin 125mg / 5ml Oral Solution,PA1418/016/003,Athlone Pharmaceuticals Limited,"J01CF Beta-lactamase resistant penicillins, J01CF05 flucloxacillin",J01CF05,Athlone Laboratories Limited,"Ballymurray, Co. Roscommon",Ireland,https://assets.hpra.ie/products/Human/16701/ddfee9a6-99ca-4eb7-a03c-03fcac39a803.pdf
30767,Rivotril  0.5 mg Tablets,PA2239/020/001,CHEPLAPHARM Arzneimittel GmbH,"N03AE Benzodiazepine derivatives, N03AE01 clonazepam",N03AE01,Recipharm Leganés S.L.U.,"Calle Severo Ochoa 13
Leganés
28914 Madrid",Spain,https://assets.hpra.ie/products/Human/30767/90b7d8b9-1efa-4c5e-b120-522ce1834e73.pdf
16755,Clonazepam Rosemont 0.5 mg / 5 ml oral solution,PA23081/009/001,Taw Pharma (Ireland) Limited,"N03AE Benzodiazepine derivatives, N03AE01 clonazepam",N03AE01,Jenson R+ (Ireland) Ltd,"Unit 15, Daingean Hall, N4 Axis Centre, Longford,
N39 W6K0",Ireland,https://assets.hpra.ie/products/Human/16755/f3b62d20-8ce0-434e-996b-cc03ec4bf091.pdf
16575,Salamol Steri-Neb 5 mg / 2.5 ml Nebuliser Solution,PA1986/086/002,Teva B.V.,"R03AC Selective beta-2-adrenoreceptor agonists, R03AC02 salbutamol",R03AC02,IVAX Pharmaceuticals UK | Merckle GmbH,"Aston Lane North,
Whitehouse Vale Industrial Estate,
Preston Brook, Runcorn,
Cheshire,WA7 3FA | Ludwig-Merckle-Strasse 3,
D-89143 Blaubeuren",United Kingdom | Germany,https://assets.hpra.ie/products/Human/16575/3a7bdff1-66a5-466e-aac3-e17cc166c434.pdf
20918,Ciprofloxacin Teva 500 mg film-coated tablets,PA0749/031/003,Teva Pharma B.V.,"J01MA Fluoroquinolones, J01MA02 ciprofloxacin",J01MA02,Pharmachemie B.V. | TEVA Pharmaceutical Works Private Limited Company,"Swensweg 5, 2003 RN Haarlem | Pallagi út 13, 4042 Debrecen",Netherlands | Hungary,https://assets.hpra.ie/products/Human/20918/3a8c0bc4-ede1-4d39-9e48-3ddb88c963be.pdf
27418,Gemcitabine Teva 40 mg / ml Concentrate for Solution for Infusion,PA1986/122/001,Teva B.V.,"L01BC Pyrimidine analogues, L01BC05 gemcitabine",L01BC05,Actavis Italy S.p.A. – Nerviano Plant | Pharmachemie B.V.,"Viale Pasteur 10, 20014 Nerviano (MI) | Swensweg 5, 2031 GA, Haarlem",Italy | Netherlands,https://assets.hpra.ie/products/Human/27418/51b4fe73-9930-4c8d-9189-4065d3fcbfd8.pdf
22724,Diamox 250 mg Tablets,PA1142/020/003,Amdipharm Limited,"S01EC Carbonic anhydrase inhibitors, S01EC01 acetazolamide",S01EC01,Skyepharma Production S.A.S. | Abcur AB,"Zone Industrielle Chesnes Ouest,
55 rue du Montmurier, SAINT QUENTIN FALLAVIER, 38070 | Bergaliden 11, Helsinborg, 252 23",France | Sweden,https://assets.hpra.ie/products/Human/22724/b3047ba7-9f7a-47fe-92fa-f78cb6edd1b0.pdf
39195,Paralink 80 mg Suppositories,PA1721/006/005,Phoenix Healthcare Limited,N02BE01 paracetamol,N02BE01,P.P.F.Hasco-Lek SA,51-131 Wroclaw,Poland,https://assets.hpra.ie/products/Human/39195/f6c497e2-c85a-4fe4-aa9f-a3e5d47422a9.pdf
39235,Paralink 250 mg Suppositories,PA1721/006/007,Phoenix Healthcare Limited,N02BE01 paracetamol,N02BE01,P.P.F.Hasco-Lek SA,51-131 Wroclaw,Poland,https://assets.hpra.ie/products/Human/39235/333d6c28-723d-4703-91a7-f761363e2737.pdf
39234,Paralink 125 mg Suppositories,PA1721/006/006,Phoenix Healthcare Limited,N02BE01 paracetamol,N02BE01,P.P.F.Hasco-Lek SA,51-131 Wroclaw,Poland,https://assets.hpra.ie/products/Human/39234/2e547d62-59ee-43c7-a489-03ca79702520.pdf
40354,Cyclophosphamide Seacross 200 mg powder for solution for injection / infusion,PA22766/013/001,Seacross Pharma (Europe) Limited,L01AA01 cyclophosphamide,L01AA01,Seacross Pharma (Europe) Ltd.,"POD 13, The Old Station House, 15A Main Street, Blackrock, Dublin, A94 T8P8",Ireland,https://assets.hpra.ie/products/Human/40354/59d8336e-55e3-43b9-8e45-32c3ae41c657.pdf
22075,Folinic Acid (as Calcium Folinate) 15mg Tablets,PA0822/198/001,Pfizer Healthcare Ireland Unlimited Company,"V03AF Detoxifying agents for antineoplastic treatment, V03AF03 calcium folinate",V03AF03,Pfizer Service Company BV | Orion Corporation,"Hoge Wei 10, 1930 Zaventem | Orion Pharma, Joensuunkatu 7, Salo, 24100",Belgium | Finland,https://assets.hpra.ie/products/Human/22075/f61a1183-776a-431f-8c71-afc6d84cfebc.pdf
30411,Morphine sulfate 15 mg / ml Solution for Injection,PA2165/003/002,AS Kalceks,N02AA01 morphine,N02AA01,AS KALCEKS,"Krustpils iela 71E, Rīga, LV-1057",Latvia,https://assets.hpra.ie/products/Human/30411/216e16fa-9277-482b-9c48-4c31ab9df4c7.pdf
24804,Co-amoxiclav 1000 mg / 200 mg powder for solution for injection / infusion,PA2220/002/002,Instituto Biochimico Italiano G. Lorenzini S.p.A.,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Istituto Biochimico Italiano G. Lorenzini S.p.A.,"Via Fossignano, 2, 04011 Aprilia (LT)",Italy,https://assets.hpra.ie/products/Human/24804/e0ccaba0-78bc-456f-8008-4c295a26e6ba.pdf
24805,Co-amoxiclav 2000 mg / 200 mg powder for solution for infusion,PA2220/002/003,Instituto Biochimico Italiano G. Lorenzini S.p.A.,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Istituto Biochimico Italiano G. Lorenzini S.p.A.,"Via Fossignano, 2, 04011 Aprilia (LT)",Italy,https://assets.hpra.ie/products/Human/24805/12f8cef9-9827-4a2f-810b-41d526174cf7.pdf
37763,Colistimethate sodium 2 million IU Powder for nebuliser solution,PA1122/030/002,Noridem Enterprises Limited,J01XB01 colistin,J01XB01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/37763/87d7b703-60f0-4a5d-8423-8183480bf33f.pdf
24803,Co-amoxiclav 500 mg / 100 mg powder for solution for injection / infusion,PA2220/002/001,Instituto Biochimico Italiano G. Lorenzini S.p.A.,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Istituto Biochimico Italiano G. Lorenzini S.p.A.,"Via Fossignano, 2, 04011 Aprilia (LT)",Italy,https://assets.hpra.ie/products/Human/24803/474d0f52-1fae-436e-adfc-aeb98be6060c.pdf
37738,Colistimethate sodium 1 million IU Powder for nebuliser solution,PA1122/030/001,Noridem Enterprises Limited,J01XB01 colistin,J01XB01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/37738/ed226665-c126-40ee-8d8e-31f99f0f806c.pdf
37739,Colistimethate sodium 1 million IU Powder for solution for injection / infusion,PA1122/031/001,Noridem Enterprises Limited,J01XB01 colistin,J01XB01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/37739/56e71461-2525-482f-93b3-4277f3ac6b86.pdf
37764,Colistimethate sodium 2 million IU Powder for solution for injection / infusion,PA1122/031/002,Noridem Enterprises Limited,J01XB01 colistin,J01XB01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/37764/eb26c68c-c3ae-4a7c-9b42-fd67ea59447b.pdf
42804,Metoject 15 mg solution for injection in pre-filled pen,PPA1463/240/002,"IMED Healthcare Ltd.,",L01BA01 methotrexate,L01BA01,Medac Gesellschaft für klinische Spezialpräparate mbH,"Theaterstr. 6, 22880
Wedel",Germany,https://assets.hpra.ie/products/Human/42804/a424ad35-9af7-467a-90a5-bd2e453c569a.pdf
42803,Metoject 10 mg solution for injection in pre-filled pen,PPA1463/240/001,"IMED Healthcare Ltd.,",L01BA01 methotrexate,L01BA01,Medac Gesellschaft für klinische Spezialpräparate mbH,"Theaterstr. 6, 22880
Wedel",Germany,https://assets.hpra.ie/products/Human/42803/436a898c-0137-45aa-841c-e3595b02f523.pdf
14830,Anxicalm 2 mg Tablets,PA0126/011/001,Clonmel Healthcare Ltd,"N05BA Benzodiazepine derivatives, N05BA01 diazepam",N05BA01,Clonmel Healthcare Ltd | STADA Arzneimittel AG,"Waterford Road, Clonmel, Co. Tipperary | Stadastrasse 2 – 18, 61118 Bad Vilbel",Ireland | Germany,https://assets.hpra.ie/products/Human/14830/4a4f1ded-5518-4403-afbd-f381eb742190.pdf
44338,Metoject 7.5 mg solution for injection in pre-filled pen,PPA0465/436/006,PCO Manufacturing Ltd.,L01BA01 methotrexate,L01BA01,Medac Gesellschaft für klinische Spezialpräparate mbH,"Theaterstr. 6, 22880
Wedel",Germany,https://assets.hpra.ie/products/Human/44338/60fc3bb8-ce9f-432b-bbc4-ac0982dbe5f8.pdf
24970,Cefotaxime 500 mg powder for solution for injection / infusion,PA1122/019/001,Noridem Enterprises Limited,"J01DD Third-generation cephalosporins, J01DD01 cefotaxime",J01DD01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/24970/95dbe078-e9ed-4f2c-b81e-91a0a0607037.pdf
24971,Cefotaxime 1 g powder for solution for injection / infusion,PA1122/019/002,Noridem Enterprises Limited,"J01DD Third-generation cephalosporins, J01DD01 cefotaxime",J01DD01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/24971/9ad330ee-9b6a-4cf0-825d-163490d7cd14.pdf
24972,Cefotaxime 2 g powder for solution for injection / infusion,PA1122/019/003,Noridem Enterprises Limited,"J01DD Third-generation cephalosporins, J01DD01 cefotaxime",J01DD01,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/24972/9d3e0bd8-71d2-4290-a5eb-957e869d9ae0.pdf
30011,Human Albumin Baxalta 200 g / l Solution for Infusion,PA2004/004/002,Baxalta Innovations GmbH,"B05AA Blood substitutes and plasma protein fractions, B05AA01 albumin",B05AA01,Baxter AG | Takeda Manufacturing Austria AG,"Industriestrasse 67
A-1221 Vienna | Industriestrasse 67
A-1221 Vienna",Austria | Austria,https://assets.hpra.ie/products/Human/30011/7b15e8ce-e258-4b24-ae50-7ca58e0c1d05.pdf
25764,Jext 150 micrograms solution for injection in pre-filled pen,PA1255/006/001,ALK-Abello A/S,"C01CA Adrenergic and dopaminergic agents, C01CA24 epinephrine",C01CA24,ALK-Abelló S.A.,"Miguel Fleta 19, ES-28037",Spain,https://assets.hpra.ie/products/Human/25764/fad4850b-26a4-4507-be10-ddd773318a05.pdf
18453,Paclitaxel 6 mg / ml concentrate for solution for infusion,PA2059/050/001,Fresenius Kabi Deutschland GmbH,"L01CD Taxanes, L01CD01 paclitaxel",L01CD01,Fresenius Kabi Deutschland GmbH | Corden Pharma Latina S.p.A.,"Pfingstweide 53, 61169 Friedberg | Via Murillo No. 7, 04013 Sermoneta (LT)",Germany | Italy,https://assets.hpra.ie/products/Human/18453/69f27762-2c56-4813-9a5f-2a174dac4490.pdf
39422,Amikacin 250 mg / ml Solution for injection / infusion,PA1122/034/002,Noridem Enterprises Limited,J01GB06 amikacin,J01GB06,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/39422/2a043ea4-7f91-479f-b21b-234be0b604c1.pdf
19426,PULMOCIS 2 mg kit for radiopharmaceutical preparation,PA0677/003/001,CIS bio International,"B05AA Blood substitutes and plasma protein fractions, B05AA01 albumin",B05AA01,CIS bio international,"RN 306-Saclay, B.P. 32, F-91192 Gif-sur-Yvette Cedex",France,https://assets.hpra.ie/products/Human/19426/64ac2ff3-fd2e-4615-8e2e-023716f1df08.pdf
39421,Amikacin 125 mg / ml Solution for injection / infusion,PA1122/034/001,Noridem Enterprises Limited,J01GB06 amikacin,J01GB06,DEMO S.A. PHARMACEUTICAL INDUSTRY,"21st Km National Road Athens–Lamia,
14568 Krioneri, Attiki",Greece,https://assets.hpra.ie/products/Human/39421/1c0632be-8ddd-4f20-b152-48269ba70802.pdf
28882,Trandate 100mg Film-Coated Tablets,PA1638/006/002,RPH Pharmaceuticals AB,"C07AG Alpha and beta blocking agents, C07AG01 labetalol",C07AG01,Recipharm Uppsala AB,"Björkgatan 30
SE-751 82
Uppsala",Sweden,https://assets.hpra.ie/products/Human/28882/b8a511a3-1c5a-4d2e-8fa8-1ad351a28d08.pdf
37589,Midazolam 1 mg / ml solution for injection / infusion,PA2165/012/002,AS Kalceks,N05CD08 midazolam,N05CD08,AS KALCEKS,"Krustpils iela 71E, Rīga, LV-1057",Latvia,https://assets.hpra.ie/products/Human/37589/84325726-9dc0-445e-bb00-563aaf504362.pdf
40212,Sugammadex Juta 100 mg / ml solution for injection,PA22716/002/001,Juta Pharma GmbH,V03AB35 sugammadex,V03AB35,Juta Pharma GmbH,"Gutenbergstraße 13, 24941 Flensburg",Germany,https://assets.hpra.ie/products/Human/40212/dd7fb094-2c4c-4931-9952-9cb6092fd89f.pdf
27310,Esomeprazole 40 mg powder for solution injection / infusion,PA2315/132/005,Accord Healthcare Ireland Ltd.,"A02BC Proton pump inhibitors, A02BC05 esomeprazole",A02BC05,Laboratorios NORMON S.A.,"Ronda de Valdecarrizo 6, 28760 - Tres Cantos, Madrid",Spain,https://assets.hpra.ie/products/Human/27310/4ac83d39-ce68-4efc-a234-6a36826a9a4b.pdf
29270,"Retrovir 100 mg capsules, hard",PA22575/001/001,ViiV Healthcare BV,"J05AF Nucleoside and nucleotide reverse transcriptase inhibitors, J05AF01 zidovudine",J05AF01,Delpharm Poznań Spółka Akcyjna,"ul. Grunwaldzka 189, 60-322 Poznań",Poland,https://assets.hpra.ie/products/Human/29270/90344a67-74eb-47a5-928d-62d5f3859b6b.pdf
29272,Retrovir 10 mg / ml IV concentrate for solution for infusion,PA22575/001/003,ViiV Healthcare BV,"J05AF Nucleoside and nucleotide reverse transcriptase inhibitors, J05AF01 zidovudine",J05AF01,GlaxoSmithKline Manufacturing S.P.A,"Strada Provinciale Asolana No. 90, San Polo di Torrile 43056, Parma",Italy,https://assets.hpra.ie/products/Human/29272/70306522-5da2-4467-93a0-075bd90867fd.pdf
29271,Retrovir 100 mg / 10 ml oral solution,PA22575/001/002,ViiV Healthcare BV,"J05AF Nucleoside and nucleotide reverse transcriptase inhibitors, J05AF01 zidovudine",J05AF01,Aspen Bad Oldesloe Gmbh | ViiV Healthcare Trading Services UK Limited,"Bad Oldesloe | 12 Riverwalk, Citywest Business Campus, Dublin 24",Germany | Ireland,https://assets.hpra.ie/products/Human/29271/744441b7-6642-4fc3-8673-9985cf90fa6d.pdf
16945,Morphine Sulfate 10mg / ml Solution for injection,PA0549/023/001,Ethypharm,"N02AA Natural opium alkaloids, N02AA01 morphine",N02AA01,Fannin Limited,"Fannin House,
South County Business Park,
Dublin 18,
D18 Y0C9",Ireland,https://assets.hpra.ie/products/Human/16945/b52dc799-3bed-4ff1-b88f-47645eeef7da.pdf
16946,"Morphine Sulfate 30mg / ml, Solution for injection",PA0549/023/002,Ethypharm,"N02AA Natural opium alkaloids, N02AA01 morphine",N02AA01,Fannin Limited,"Fannin House,
South County Business Park,
Dublin 18,
D18 Y0C9",Ireland,https://assets.hpra.ie/products/Human/16946/c331eb74-fb4f-46d6-9e6f-23facf269a71.pdf
25312,Magnesium Sulfate 50 % w / v Solution for Injection / Concentrate for solution for infusion,PA0549/020/001,Ethypharm,"B05XA Electrolyte solutions, B05XA05 magnesium sulfate",B05XA05,Fannin Limited,"Fannin House,
South County Business Park,
Dublin 18,
D18 Y0C9",Ireland,https://assets.hpra.ie/products/Human/25312/cec1ef23-d165-44c2-86a2-cf674c146055.pdf
22661,Tegretol 200mg Tablets,PA0896/030/003,Novartis Ireland Limited,"N03AF Carboxamide derivatives, N03AF01 carbamazepine",N03AF01,Novartis Farma S.P.A,"131 via Provinciale Schito
Torre Annunziata",Italy,https://assets.hpra.ie/products/Human/22661/897369f3-bf92-4504-86da-e0a47187c784.pdf
22662,Tegretol 400mg Tablets,PA0896/030/004,Novartis Ireland Limited,"N03AF Carboxamide derivatives, N03AF01 carbamazepine",N03AF01,Novartis Farma S.P.A,"131 via Provinciale Schito
Torre Annunziata",Italy,https://assets.hpra.ie/products/Human/22662/02379dc5-314c-440c-9602-4a4f2e356816.pdf
22660,Tegretol 100mg Tablets,PA0896/030/002,Novartis Ireland Limited,"N03AF Carboxamide derivatives, N03AF01 carbamazepine",N03AF01,Novartis Farma S.P.A,"131 via Provinciale Schito
Torre Annunziata",Italy,https://assets.hpra.ie/products/Human/22660/0ddc0b66-4e32-432e-b4c8-b85333f7298f.pdf
22663,Tegretol SR 200mg prolonged release tablets,PA0896/030/005,Novartis Ireland Limited,"N03AF Carboxamide derivatives, N03AF01 carbamazepine",N03AF01,Novartis Farma S.P.A,"131 via Provinciale Schito
Torre Annunziata",Italy,https://assets.hpra.ie/products/Human/22663/ee7c065c-f1cf-4402-932d-8b3210a2b68d.pdf
29612,Aciclovir 400 mg / 5ml Oral Suspension,PA22697/001/002,Syri Pharma Limited t/a Thame Laboratories,"J05AB Nucleosides and nucleotides excl. reverse transcriptase inhibitors, J05AB01 aciclovir",J05AB01,Syri Limited t/a Thame Laboratories | Syri Limited t/a SyriMed | Pharmadox Healthcare Ltd.,"Unit 4, Bradfield Road,
Ruislip, Middlesex,
HA4 0NU | Unit 4, Bradfield Road,
Ruislip, Middlesex,
HA4 0NU | KW20A Kordin Industrial Park,
Paola PLA3000",United Kingdom | United Kingdom | Malta,https://assets.hpra.ie/products/Human/29612/e906fdd1-be04-446c-9c39-30aaae7ec398.pdf
30347,Acetylcysteine Essential-Healthcare 600 mg effervescent tablets,PA23163/003/001,Ascot Laboratories (Ireland) Limited,"R05CB Mucolytics, R05CB01 acetylcysteine",R05CB01,Basic Pharma Manufacturing B.V.,"Burgmeester Lemmensstraat 352, 6163 JT Geleen",Netherlands,https://assets.hpra.ie/products/Human/30347/f013ec3c-8b79-4fa9-939f-b655b2c79cd6.pdf
37157,Foscarnet sodium hexahydrate Tillomed 24 mg / ml solution for infusion,PA22720/009/001,Tillomed Pharma GmbH,J05AD01 foscarnet,J05AD01,Siegfried Hameln GmbH | SGS Pharma Magyarorszag Kft. | Tillomed Malta Limited,"Langes Feld 13, 31789 Hameln | Derkovits Gyula Utca 53, Budapest XIX, 1193 | Malta Life Sciences Park,
LS2.01.06 Industrial Estate,
San Gwann, SGN 3000,",Germany | Hungary | Malta,https://assets.hpra.ie/products/Human/37157/2061fe6c-e9cf-4ade-9bc1-4572b07446f4.pdf
18671,Germentin 250 mg / 125 mg Film-coated Tablets,PA23266/015/003,Viatris Limited,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,McDermott Laboratories Limited | Sandoz GmbH,"t/a Gerard Laboratories, 35/36 Baldoyle Industrial Estate,
Grange Road, Dublin 13 | Biochemiestr 10, A-6250 Kundl",Ireland | Austria,https://assets.hpra.ie/products/Human/18671/1bd7b17c-2754-41bc-bd96-91c48742aa9f.pdf
14855,Prednisolone 1 mg Tablets,PA0126/027/002,Clonmel Healthcare Ltd,"H02AB Glucocorticoids, H02AB06 prednisolone",H02AB06,Clonmel Healthcare Ltd,"Waterford Road, Clonmel, Co. Tipperary",Ireland,https://assets.hpra.ie/products/Human/14855/46c7b45c-9ad5-4f1f-bed6-df598ce5b792.pdf
18670,Germentin 125 mg / 31.25 mg per 5 ml Powder for Oral Suspension,PA23266/015/002,Viatris Limited,"J01CR Combinations of penicillins, incl. beta-lactamase inhibitors, J01CR02 amoxicillin and enzyme inhibitor",J01CR02,Sandoz GmbH | McDermott Laboratories Limited,"Biochemiestr 10, A-6250 Kundl | t/a Gerard Laboratories, 35/36 Baldoyle Industrial Estate, Grange, Road, Dublin 13",Austria | Ireland,https://assets.hpra.ie/products/Human/18670/79173447-520f-4509-a3fc-98fc8b732664.pdf
40664,Monuril 3 g granules for oral solution,PPA1463/213/001,"IMED Healthcare Ltd.,",J01XX01 fosfomycin,J01XX01,Zambon S.p.A. | Zambon Nederland B.V.,"Via della Chimica, 9, 36100 Vicenza | Herikerbergweg 292, 1101 CT",Italy | Netherlands,https://assets.hpra.ie/products/Human/40664/a331a887-ac8c-4482-9746-1023a0fa0982.pdf
