substance_raw,norm_key,is_combination,atc_codes,atc_level1,atc_origin,supplier_name,supplier_norm,supplier_id,country_iso2,source,role,status,cep_type,norm_trace
Clozapine,clozapine,False,N05AH|N05AH02,N,native,Viatris Healthcare Limited,viatris healthcare,PA23355/022/002,,hpra,mah_national,authorised,,
Clozapine,clozapine,False,N05AH02,N,native,Viatris Healthcare Limited,viatris healthcare,PA23355/022/004,,hpra,mah_national,authorised,,
Clozapine,clozapine,False,N05AH02,N,native,Viatris Healthcare Limited,viatris healthcare,PA23355/022/003,,hpra,mah_national,authorised,,
Clozapine,clozapine,False,N05AH02,N,native,Viatris Healthcare Limited,viatris healthcare,PA23355/022/005,,hpra,mah_national,authorised,,
Clozapine,clozapine,False,N05AH|N05AH02,N,native,Viatris Healthcare Limited,viatris healthcare,PA23355/022/001,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Instituto Biochimico Italiano G. Lorenzini S.p.A.,instituto biochimico italiano g lorenzini,PA2220/002/002,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Instituto Biochimico Italiano G. Lorenzini S.p.A.,instituto biochimico italiano g lorenzini,PA2220/002/002,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Fresenius Kabi Deutschland GmbH,fresenius kabi deutschland,PA2059/026/001,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Fresenius Kabi Deutschland GmbH,fresenius kabi deutschland,PA2059/026/001,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Instituto Biochimico Italiano G. Lorenzini S.p.A.,instituto biochimico italiano g lorenzini,PA2220/002/003,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Instituto Biochimico Italiano G. Lorenzini S.p.A.,instituto biochimico italiano g lorenzini,PA2220/002/003,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/004/001,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/004/001,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Instituto Biochimico Italiano G. Lorenzini S.p.A.,instituto biochimico italiano g lorenzini,PA2220/002/001,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Instituto Biochimico Italiano G. Lorenzini S.p.A.,instituto biochimico italiano g lorenzini,PA2220/002/001,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/004/002,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/004/002,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CA|J01CA04,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/004/003,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CA|J01CA04,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/004/003,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/002/002,,hpra,mah_national,authorised,,
Amoxicillin trihydrate,amoxicillin,False,J01CR|J01CR02,J,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/002/002,,hpra,mah_national,authorised,,stripped trailing 'trihydrate'
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/002/003,,hpra,mah_national,authorised,,
Amoxicillin trihydrate,amoxicillin,False,J01CR|J01CR02,J,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/002/003,,hpra,mah_national,authorised,,stripped trailing 'trihydrate'
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/005/001,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/005/001,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/005/002,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Brown & Burk IR Limited,brown burk ir,PA23148/005/002,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Teva Pharma B.V.,teva b v,PA0749/011/002,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Teva Pharma B.V.,teva b v,PA0749/011/002,,hpra,mah_national,authorised,,
Amoxicillin,amoxicillin,False,J01CR|J01CR02,J,native,Teva Pharma B.V.,teva b v,PA0749/011/001,,hpra,mah_national,authorised,,
Clavulanic acid,clavulanic acid,False,J01CR|J01CR02,J,native,Teva Pharma B.V.,teva b v,PA0749/011/001,,hpra,mah_national,authorised,,
Paracetamol,paracetamol,False,N02AJ06,N,native,Azure Pharmaceuticals Ltd.,azure,PA22871/020/001,,hpra,mah_national,authorised,,
Codeine phosphate hemihydrate,codeine,False,N02AJ06,N,native,Azure Pharmaceuticals Ltd.,azure,PA22871/020/001,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Valsartan,valsartan,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/002,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/002,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/002,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/002,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/043/002,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/043/002,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/003,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/003,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/003,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/003,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/043/003,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/043/003,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/004,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/004,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/005,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/005,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/005,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/005,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/004,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/004,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/001,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,Novartis Ireland Limited,novartis ireland,PA0896/007/001,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/001,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA03,C,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/226/001,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA03,C,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/043/001,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09DA|C09DA03,C,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/043/001,,hpra,mah_national,authorised,,
Paracetamol,paracetamol,False,N02AJ|N02AJ06,N,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/332/001,,hpra,mah_national,authorised,,
Codeine phosphate hemihydrate,codeine,False,N02AJ|N02AJ06,N,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/332/001,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Paracetamol,paracetamol,False,N02AJ|N02AJ06,N,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/332/002,,hpra,mah_national,authorised,,
Codeine phosphate hemihydrate,codeine,False,N02AJ|N02AJ06,N,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/332/002,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Paracetamol,paracetamol,False,N02AJ|N02AJ06,N,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/332/003,,hpra,mah_national,authorised,,
Codeine phosphate hemihydrate,codeine,False,N02AJ|N02AJ06,N,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/332/003,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Valsartan,valsartan,False,C09CA|C09CA03,C,native,"Rowex Limited,",rowex,PA0711/182/002,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09CA|C09CA03,C,native,"Rowex Limited,",rowex,PA0711/182/002,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09CA|C09CA03,C,native,"Rowex Limited,",rowex,PA0711/182/003,,hpra,mah_national,authorised,,
Hydrocholothiazide,hydrocholothiazide,False,C09CA|C09CA03,C,native,"Rowex Limited,",rowex,PA0711/182/003,,hpra,mah_national,authorised,,
Valsartan,valsartan,False,C09CA|C09CA03,C,native,"Rowex Limited,",rowex,PA0711/182/001,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09CA|C09CA03,C,native,"Rowex Limited,",rowex,PA0711/182/001,,hpra,mah_national,authorised,,
Human coagulation factor x,coagulation factor x,False,B02BD|B02BD13,B,native,Kedrion S.p.A.,kedrion,EU/1/16/1087/001,,hpra,mah_national,authorised,,dropped noise ['human']
Human coagulation factor x,coagulation factor x,False,B02BD|B02BD13,B,native,Kedrion S.p.A.,kedrion,EU/1/16/1087/002,,hpra,mah_national,authorised,,dropped noise ['human']
Irbesartan,irbesartan,False,C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/011-015,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/011-015,,hpra,mah_national,authorised,,
Irbesartan,irbesartan,False,C09DA|C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/001-003,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/001-003,,hpra,mah_national,authorised,,
Irbesartan,irbesartan,False,C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/016-020,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/016-020,,hpra,mah_national,authorised,,
Irbesartan,irbesartan,False,C09DA|C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/004-006,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA04,C,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/98/086/004-006,,hpra,mah_national,authorised,,
Irbesartan,irbesartan,False,C09DA|C09DA04,C,native,Sanofi Pharma Bristol-Myers Squibb SNC,sanofi bristol myers squibb snc,EU/1/98/086/023-028,,hpra,mah_national,authorised,,
Hydrochlorothiazide,hydrochlorothiazide,False,C09DA|C09DA04,C,native,Sanofi Pharma Bristol-Myers Squibb SNC,sanofi bristol myers squibb snc,EU/1/98/086/023-028,,hpra,mah_national,authorised,,
Coal tar solution,coal tar,False,D11AC|D11AC08,D,native,RPH Pharmaceuticals AB,rph,PA1638/005/001,,hpra,mah_national,authorised,,dropped noise ['solution']
Sulphur for external use,sulfur for external use,False,D11AC|D11AC08,D,native,RPH Pharmaceuticals AB,rph,PA1638/005/001,,hpra,mah_national,authorised,,
Salicylic acid,salicylic acid,False,D11AC|D11AC08,D,native,RPH Pharmaceuticals AB,rph,PA1638/005/001,,hpra,mah_national,authorised,,
Codeine phosphate hemihydrate,codeine,False,R05DA|R05DA04,R,native,Mercury Pharmaceuticals (Ireland) Ltd,mercury ireland,PA0073/029/001,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,R05DA04,R,native,Extractum Pharma zrt,extractum zrt,PA25390/002/001,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,R05DA04,R,native,Extractum Pharma zrt,extractum zrt,PA25390/002/002,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,R05DA04,R,native,Extractum Pharma zrt,extractum zrt,PA25390/002/003,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,R05DA04,R,native,Extractum Pharma zrt,extractum zrt,PA25390/002/004,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Codeine phosphate hemihydrate,codeine,False,R05DA|R05DA04,R,native,Pinewood Laboratories Limited,pinewood laboratories,PA0281/005/001,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Paracetamol,paracetamol,False,N02AJ|N02AJ06,N,native,Amdipharm Limited,amdipharm,PA1142/023/002,,hpra,mah_national,authorised,,
Codeine phosphate hemihydrate,codeine,False,N02AJ|N02AJ06,N,native,Amdipharm Limited,amdipharm,PA1142/023/002,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'; stripped trailing 'phosphate'
Colchicine,colchicine,False,M04AC|M04AC01,M,native,Renata Pharmaceuticals (Ireland) Limited,renata ireland,PA22865/002/001,,hpra,mah_national,authorised,,
Colchicine,colchicine,False,M04AC01,M,native,Halewood Chemicals (Ireland) Limited,halewood chemicals ireland,PA22902/002/001,,hpra,mah_national,authorised,,
Colchicine,colchicine,False,M04AC01,M,native,Indoco Remedies Czech s.r.o.,indoco remedies czech s r o,PA23337/001/001,,hpra,mah_national,authorised,,
COLCHICINE PH. EUR.,colchicine,False,M04AC|M04AC01,M,native,Tiofarma B.V.,tiofarma b v,PA2200/001/002,,hpra,mah_national,authorised,,"dropped noise ['eur', 'ph']"
COLCHICINE PH. EUR.,colchicine,False,M04AC|M04AC01,M,native,Tiofarma B.V.,tiofarma b v,PA2200/001/001,,hpra,mah_national,authorised,,"dropped noise ['eur', 'ph']"
Gelsemium sempervirens (ghp),gelsemium sempervirens,False,,,,A. Nelson & Company Limited,a nelson company,HOA1149/005/001,,hpra,mah_national,authorised,,
Colecalciferol,colecalciferol,False,A11CC|A11CC05,A,native,Consilient Health Limited,consilient health,PA1876/008/004,,hpra,mah_national,authorised,,
Cholecalciferol,cholecalciferol,False,A11CC|A11CC05,A,native,Consilient Health Limited,consilient health,PA1876/008/002,,hpra,mah_national,authorised,,
Cholecalciferol,cholecalciferol,False,A11CC|A11CC05,A,native,Consilient Health Limited,consilient health,PA1876/008/003,,hpra,mah_national,authorised,,
Cholecalciferol,cholecalciferol,False,A11CC|A11CC05,A,native,Consilient Health Limited,consilient health,PA1876/008/001,,hpra,mah_national,authorised,,
Colecalciferol,colecalciferol,False,A11CC|A11CC05,A,native,Aristo Pharma GmbH,aristo,PA1983/002/001,,hpra,mah_national,authorised,,
Colecalciferol,colecalciferol,False,A11CC05,A,native,EQL Pharma AB,eql,PA22981/001/002,,hpra,mah_national,authorised,,
Colecalciferol,colecalciferol,False,A11CC05,A,native,EQL Pharma AB,eql,PA22981/001/001,,hpra,mah_national,authorised,,
CITRULLUS COLOCYNTHIS 30C HAP/PH.EUR,citrullus colocynthis 30c hap|ph eur,True,,,,A. Nelson & Company Limited,a nelson company,HOA1149/001/001,,hpra,mah_national,authorised,,combination of 2
Dioscorea villosa,dioscorea villosa,False,,,,A. Nelson & Company Limited,a nelson company,HOA1149/001/001,,hpra,mah_national,authorised,,
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Noridem Enterprises Limited,noridem enterprises,PA1122/030/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Noridem Enterprises Limited,noridem enterprises,PA1122/031/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Noridem Enterprises Limited,noridem enterprises,PA1122/030/002,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Noridem Enterprises Limited,noridem enterprises,PA1122/031/002,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Accord Healthcare Ireland Ltd.,accord healthcare ireland,PA2315/283/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Accord Healthcare Ireland Ltd.,accord healthcare ireland,PA2315/283/002,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB01,J,native,Essential Pharma Limited,essential,EU/1/11/747/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Mebeverine hydrochloride,mebeverine,False,A03AA|A03AA04,A,native,Viatris Healthcare Limited,viatris healthcare,PA23355/019/001,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Colistimethate sodium,colistimethate,False,J01XB|J01XB01,J,native,Teva B.V.,teva b v,PA1986/046/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Colistimethate sodium,colistimethate,False,J01XB|J01XB01,J,native,Teva B.V.,teva b v,PA1986/046/002,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Peppermint oil,peppermint oil,False,A03AX,A,native,JNTL Consumer Health I (Ireland) Limited,jntl consumer health i ireland,PA23490/016/001,,hpra,mah_national,authorised,,
Glofitamab,glofitamab,False,L01|L01FX28,L,native,Roche Registration GmbH,roche registration,EU/1/23/1742/002,,hpra,mah_national,authorised,,
Glofitamab,glofitamab,False,L01|L01FX28,L,native,Roche Registration GmbH,roche registration,EU/1/23/1742/001,,hpra,mah_national,authorised,,
Brimonidine tartrate,brimonidine,False,S01ED|S01ED51,S,native,AbbVie Limited,abbvie,PA1824/019/001,,hpra,mah_national,authorised,,stripped trailing 'tartrate'
Timolol Maleate,timolol,False,S01ED|S01ED51,S,native,AbbVie Limited,abbvie,PA1824/019/001,,hpra,mah_national,authorised,,stripped trailing 'maleate'
