substance_raw,norm_key,is_combination,atc_codes,atc_level1,atc_origin,supplier_name,supplier_norm,supplier_id,country_iso2,source,role,status,cep_type,norm_trace
Goserelin,goserelin,False,,,,Bachem AG Bubendorf CH,bachem bubendorf ch,R1-CEP 2003-037 - Rev 03,CH,edqm_cep,api_cep,Valid,Chemical,
Lactobionic acid,lactobionic acid,False,,,,Global Calcium Private Limited Hosur IN,global calcium hosur in,R0-CEP 2009-258 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by EDQM Failure to CEP procedure,Chemical,
Lactobionic acid,lactobionic acid,False,,,,GLOBAL CALCIUM PRIVATE LIMITED Hosur IN,global calcium hosur in,CEP 2018-164 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,OLON S.P.A. Rodano IT,olon rodano it,R1-CEP 2007-269 - Rev 01,IT,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,"SINOPHARM WEIQIDA PHARMACEUTICAL CO., LTD Datong CN",sinopharm weiqida datong cn,CEP 2008-119 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,TAGOOR LABORATORIES PRIVATE LIMITED Visakhapatnam IN,tagoor laboratories visakhapatnam in,CEP 2023-165 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,"SHANDONG LUNING PHARMACEUTICAL CO., LTD. Dongying City CN",shandong luning dongying city cn,CEP 2023-328 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,"SUZHOU FUSHILAI PHARMACEUTICAL CO., LTD. Changshu CN",suzhou fushilai changshu cn,CEP 2023-359 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,SUZHOU MEDINOAH LTD. Suzhou CN,suzhou medinoah suzhou cn,CEP 2023-451 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,AMI LIFESCIENCES PRIVATE LIMITED Vadodara IN,ami lifesciences vadodara in,CEP 2023-352 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,CADCHEM LABORATORIES LIMITED Chandigarh IN,cadchem laboratories chandigarh in,CEP 2024-419 - Rev 00,IN,edqm_cep,api_cep,Suspended by EDQM GMP non-compliance,Chemical,
Thioctic acid,thioctic acid,False,,,,OLON S.P.A. Rodano IT,olon rodano it,CEP 2009-004 - Rev 07,IT,edqm_cep,api_cep,Valid,Chemical,
Thioctic acid,thioctic acid,False,,,,KINSY S.L. Murcia ES,kinsy s l murcia es,CEP 2024-321 - Rev 01,ES,edqm_cep,api_cep,Valid,Chemical,
"Thioctic acid, Type II",thioctic acid|type ii,True,,,,OLON S.P.A. Rodano IT,olon rodano it,CEP 2025-138 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,combination of 2
Azithromycin,azithromycin,False,J01FA10,J,lookup,"Nexchem Pharmaceutical Co., Ltd. Jinhua City CN",nexchem jinhua city cn,CEP 2021-069 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Azithromycin,azithromycin,False,J01FA10,J,lookup,ANUH PHARMA LTD. Mumbai IN,anuh mumbai in,CEP 2021-143 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"Ningxia Qiyuan Pharmaceutical Co., Ltd. Yinchuan City CN",ningxia qiyuan yinchuan city cn,R1-CEP 2012-212 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"CSPC OUYI PHARMACEUTICAL CO., LTD. Shijiazhuang CN",cspc ouyi shijiazhuang cn,R1-CEP 2008-315 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"HEC PHARM CO., LTD. Yidu City CN",hec pharm yidu city cn,R1-CEP 2007-230 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,ERCROS S.A. Aranjuez ES,ercros aranjuez es,R1-CEP 2007-206 - Rev 03,ES,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,alembic vadodara in,R1-CEP 2007-165 - Rev 04,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"JIANGSU WEIQIDA PHARMACEUTICAL CO., LTD. Nantong City CN",jiangsu weiqida nantong city cn,R1-CEP 2016-070 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"HUANGSHI SHIXING PHARMACEUTICAL CO., LTD. Huangshi CN",huangshi shixing huangshi cn,R0-CEP 2021-114 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"ZHEJIANG GUOBANG PHARMACEUTICAL CO., LTD. Shangyu CN",zhejiang guobang shangyu cn,R1-CEP 2013-153 - Rev 03,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"NINGXIA TAIYICIN BIOTECH CO., LTD. Yinchuan City CN",ningxia taiyicin biotech yinchuan city cn,CEP 2021-443 - Rev 00,CN,edqm_cep,api_cep,Suspended by EDQM GMP non-compliance,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,KOPRAN RESEARCH LABORATORIES LIMITED Mumbai IN,kopran research laboratories mumbai in,CEP 2005-230 - Rev 03,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,TAPI NL B.V. Amsterdam NL,tapi nl b v amsterdam nl,CEP 2007-072 - Rev 03,NL,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,JUBILANT BIOSYS LIMITED Nanjangud IN,jubilant biosys nanjangud in,CEP 2007-119 - Rev 07,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Dihydrate",azithromycin|dihydrate,True,J01FA10,J,lookup,"SHANDONG ANXIN PHARMACEUTICAL CO., LTD Jinan CN",shandong anxin jinan cn,CEP 2025-033 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Monohydrate",azithromycin|monohydrate,True,J01FA10,J,lookup,SANDOZ INDUSTRIAL PRODUCTS S.A. Les Franqueses Del Vallès ES,sandoz industrial products les franqueses del vall s es,R1-CEP 2002-257 - Rev 01,ES,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 2
"Azithromycin, Monohydrate",azithromycin|monohydrate,True,J01FA10,J,lookup,TEVA PHARMACEUTICAL INDUSTRIES LTD Petach Tikva IL,teva industries petach tikva il,R1-CEP 2004-181 - Rev 03,IL,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 2
"Azithromycin, Monohydrate",azithromycin|monohydrate,True,J01FA10,J,lookup,"HEC PHARM CO., LTD. Yidu City CN",hec pharm yidu city cn,R1-CEP 2014-185 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Monohydrate",azithromycin|monohydrate,True,J01FA10,J,lookup,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,alembic vadodara in,R1-CEP 2014-118 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Monohydrate",azithromycin|monohydrate,True,J01FA10,J,lookup,TAPI NL B.V. Amsterdam NL,tapi nl b v amsterdam nl,CEP 2010-131 - Rev 03,NL,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, Monohydrate",azithromycin|monohydrate,True,J01FA10,J,lookup,JUBILANT BIOSYS LIMITED Nanjangud IN,jubilant biosys nanjangud in,CEP 2007-118 - Rev 06,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Azithromycin, PII",azithromycin,False,J01FA10,J,lookup,"HEC PHARM CO., LTD. Yidu City CN",hec pharm yidu city cn,R0-CEP 2017-154 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,dropped non-substance component 'pii'
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,ABBOTT LABORATORIES Abbott Park US,abbott laboratories abbott park us,R1-CEP 2006-064 - Rev 01,US,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"ZHEJIANG HUAYI PHARMACEUTICAL CO., LTD. Yiwu CN",zhejiang huayi yiwu cn,R1-CEP 2005-302 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,SM BIOMED SDN BHD Sungai Petani MY,sm biomed sdn bhd sungai petani my,R1-CEP 2006-240 - Rev 00,MY,edqm_cep,api_cep,Withdrawn by EDQM GMP non-compliance,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,alembic vadodara in,R1-CEP 2007-169 - Rev 02,IN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"ZHEJIANG GUOBANG PHARMACEUTICAL CO., LTD. Shangyu CN",zhejiang guobang shangyu cn,R1-CEP 2007-307 - Rev 03,CN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"Ningxia Qiyuan Pharmaceutical Co., Ltd. Yinchuan City CN",ningxia qiyuan yinchuan city cn,R1-CEP 2014-040 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"HEC PHARM CO., LTD. Yidu City CN",hec pharm yidu city cn,R1-CEP 2009-134 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,ERCROS S.A. Aranjuez ES,ercros aranjuez es,R1-CEP 2005-014 - Rev 04,ES,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"ZHEJIANG BETTER PHARMACEUTICALS CO., LTD. Shaoxing CN",zhejiang better shaoxing cn,R1-CEP 2008-078 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"Nexchem Pharmaceutical Co., Ltd. Jinhua City CN",nexchem jinhua city cn,R1-CEP 2006-314 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,SUN PHARMACEUTICAL INDUSTRIES LIMITED Mumbai IN,sun industries mumbai in,CEP 2006-246 - Rev 05,IN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,SYNTHIMED LABS PRIVATE LIMITED Derabassi IN,synthimed labs derabassi in,CEP 2004-148 - Rev 09,IN,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,"NINGXIA TAIYICIN BIOTECH CO., LTD. Yinchuan City CN",ningxia taiyicin biotech yinchuan city cn,CEP 2023-173 - Rev 00,CN,edqm_cep,api_cep,Suspended by EDQM GMP non-compliance,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,TAPI NL B.V. Amsterdam NL,tapi nl b v amsterdam nl,CEP 2004-114 - Rev 05,NL,edqm_cep,api_cep,Valid,Chemical,
Clarithromycin,clarithromycin,False,J01FA09,J,lookup,MATRIX PHARMACORP PRIVATE LIMITED Sangareddy IN,matrix pharmacorp sangareddy in,CEP 2005-266 - Rev 08,IN,edqm_cep,api_cep,Valid,Chemical,
"Clarithromycin, CLRCH",clarithromycin|clrch,True,,,,Ind-Swift Laboratories Limited Chandigarh IN,ind swift laboratories chandigarh in,R1-CEP 2008-299 - Rev 01,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 2
"Clarithromycin, Code 128",clarithromycin|code 128,True,J01FA09,J,lookup,"ZHEJIANG GUOBANG PHARMACEUTICAL CO., LTD. Shaoxing CN",zhejiang guobang shaoxing cn,CEP 2019-033 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Clarithromycin, Form-II (Process-II)",clarithromycin,False,J01FA09,J,lookup,SYNTHIMED LABS PRIVATE LIMITED Derabassi IN,synthimed labs derabassi in,CEP 2024-435 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,dropped noise ['form']; dropped non-substance component 'ii'
"Clarithromycin, Powder and microfine",clarithromycin|microfine,True,,,,Sandoz Industrial Products S.A. Les Franqueses Del Vallès ES,sandoz industrial products les franqueses del vall s es,R1-CEP 2003-044 - Rev 01,ES,edqm_cep,api_cep,Withdrawn by Holder,Chemical,dropped non-substance component 'powder'; combination of 2
"Clarithromycin, Process 2",clarithromycin|process 2,True,,,,SM BIOMED SDN BHD Sungai Petani MY,sm biomed sdn bhd sungai petani my,CEP 2022-483 - Rev 00,MY,edqm_cep,api_cep,Withdrawn by EDQM GMP non-compliance,Chemical,combination of 2
"Clarithromycin, Process II",clarithromycin|process ii,True,,,,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,alembic vadodara in,R0-CEP 2016-294 - Rev 00,IN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 2
"Clarithromycin, Process- III",clarithromycin|process iii,True,J01FA09,J,lookup,SYNTHIMED LABS PRIVATE LIMITED Derabassi IN,synthimed labs derabassi in,CEP 2026-171 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Potassium clavulanate, diluted, Microcrystalline cellulose 1:1 blend",diluted|microcrystalline cellulose 1 1 blend|potassium clavulanate,True,,,,SMITHKLINE BEECHAM LIMITED Irvine GB,smithkline beecham irvine gb,CEP 2005-244 - Rev 02,GB,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, silica, colloidal hydrated in a ratio 1:1",colloidal hydrated in a ratio 1 1|diluted|potassium clavulanate|silica,True,,,,Smithkline Beecham Pharmaceuticals Irvine GB,smithkline beecham irvine gb,R0-CEP 2006-068 - Rev 01,GB,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 4
"Potassium clavulanate, diluted, with cellulose microcrystalline (0316) in ratio 1:1",diluted|potassium clavulanate|with cellulose microcrystalline in ratio 1 1,True,,,,"SINOPHARM WEIQIDA PHARMACEUTICAL CO., LTD Datong CN",sinopharm weiqida datong cn,CEP 2014-327 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in a ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in a ratio 1 1,True,,,,DSM Anti-Infectives B.V. Delft NL,dsm anti infectives b v delft nl,R1-CEP 2002-235 - Rev 01,NL,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in a ratio of 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in a ratio of 1 1,True,,,,LEK PHARMACEUTICALS D.D. Ljubljana SI,lek d d ljubljana si,R1-CEP 2004-242 - Rev 03,SI,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in a ratio of 3:2",diluted|potassium clavulanate|with microcrystalline cellulose in a ratio of 3 2,True,,,,Sandoz Industrial Products SpA Rovereto IT,sandoz industrial products rovereto it,R0-CEP 2004-234 - Rev 01,IT,edqm_cep,api_cep,Expired,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,"CIPAN - COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS, S.A. Castanheira Do Ribatejo PT",cipan companhia industrial produtora de antibioticos castanheira do ribatejo pt,R0-CEP 2008-148 - Rev 00,PT,edqm_cep,api_cep,Expired,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,CKD BIO CORPORATION Ansan-si KR,ckd bio corporation ansan si kr,R1-CEP 2005-179 - Rev 03,KR,edqm_cep,api_cep,Valid,Chemical and TSE,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,DEVA HOLDING A.Ş. Istanbul TR,deva holding a istanbul tr,R1-CEP 2012-392 - Rev 00,TR,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,LEK PHARMACEUTICALS D.D. Ljubljana SI,lek d d ljubljana si,R1-CEP 2007-259 - Rev 02,SI,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,"FERMIC, S.A. DE C.V. Mexico City MX",fermic de c v mexico city mx,CEP 2006-021 - Rev 03,MX,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,"SHANXI SHUANGYAN PHARMACEUTICAL CO., LTD. Datong CN",shanxi shuangyan datong cn,CEP 2024-543 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, With microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,"ZHUHAI UNITED LABORATORIES CO., LTD. Zhuhai CN",zhuhai united laboratories zhuhai cn,CEP 2013-163 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, With microcrystalline cellulose in the ratio 1:1",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 1 1,True,,,,"SHANDONG NEW TIME PHARMACEUTICAL CO., LTD. Linyi CN",shandong new time linyi cn,CEP 2011-375 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 7:3",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 7 3,True,,,,CKD BIO CORPORATION Ansan-si KR,ckd bio corporation ansan si kr,R1-CEP 2005-178 - Rev 02,KR,edqm_cep,api_cep,Valid,Chemical and TSE,combination of 3
"Potassium clavulanate, diluted, with microcrystalline cellulose in the ratio 7:3",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 7 3,True,,,,LEK PHARMACEUTICALS D.D. Ljubljana SI,lek d d ljubljana si,R1-CEP 2007-258 - Rev 02,SI,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with microcrystalline Cellulose in the ratio 7:3",diluted|potassium clavulanate|with microcrystalline cellulose in the ratio 7 3,True,,,,"FERMIC, S.A. DE C.V. Mexico City MX",fermic de c v mexico city mx,CEP 2009-358 - Rev 01,MX,edqm_cep,api_cep,Valid,Chemical,combination of 3
"Potassium clavulanate, diluted, with silica, colloidal anhydrous in a ratio of 1:1",colloidal anhydrous in a ratio of 1 1|diluted|potassium clavulanate|with silica,True,,,,Fermic SA de CV Iztapalapa MX,fermic de cv iztapalapa mx,R1-CEP 2006-018 - Rev 02,MX,edqm_cep,api_cep,Valid,Chemical,combination of 4
"Potassium clavulanate, diluted, with silica, colloidal hydrated (0738) in ratio 1:1",colloidal hydrated in ratio 1 1|diluted|potassium clavulanate|with silica,True,,,,"SINOPHARM WEIQIDA PHARMACEUTICAL CO., LTD Datong CN",sinopharm weiqida datong cn,CEP 2014-329 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,combination of 4
"Potassium clavulanate, diluted, with silica, colloidal hydrated in a ratio of 1:1",colloidal hydrated in a ratio of 1 1|diluted|potassium clavulanate|with silica,True,,,,DSM Anti-Infectives B.V. Delft NL,dsm anti infectives b v delft nl,R1-CEP 2002-256 - Rev 01,NL,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 4
"Potassium clavulanate, diluted, with silica, colloidal hydrated in the ratio 1:1",colloidal hydrated in the ratio 1 1|diluted|potassium clavulanate|with silica,True,,,,CKD BIO CORPORATION Ansan-si KR,ckd bio corporation ansan si kr,R1-CEP 2005-180 - Rev 03,KR,edqm_cep,api_cep,Valid,Chemical and TSE,combination of 4
"Potassium clavulanate, diluted, with silica, colloidal hydrated in the ratio 1:1",colloidal hydrated in the ratio 1 1|diluted|potassium clavulanate|with silica,True,,,,LEK PHARMACEUTICALS D.D. Ljubljana SI,lek d d ljubljana si,R1-CEP 2004-241 - Rev 03,SI,edqm_cep,api_cep,Valid,Chemical,combination of 4
"Potassium clavulanate, diluted, with silica, colloidal hydrated in the ratio 1:1",colloidal hydrated in the ratio 1 1|diluted|potassium clavulanate|with silica,True,,,,LEK PHARMACEUTICALS D.D. Ljubljana SI,lek d d ljubljana si,R1-CEP 2007-260 - Rev 02,SI,edqm_cep,api_cep,Valid,Chemical,combination of 4
"Potassium clavulanate, diluted, with silica, colloidal hydrated in the ratio 1:1",colloidal hydrated in the ratio 1 1|diluted|potassium clavulanate|with silica,True,,,,"SHANXI SHUANGYAN PHARMACEUTICAL CO., LTD. Datong CN",shanxi shuangyan datong cn,CEP 2024-531 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 4
"Potassium clavulanate, diluted, With silica, colloidal hydrated in the ratio 1:1",colloidal hydrated in the ratio 1 1|diluted|potassium clavulanate|with silica,True,,,,"ZHUHAI UNITED LABORATORIES CO., LTD. Zhuhai CN",zhuhai united laboratories zhuhai cn,CEP 2013-187 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,combination of 4
"Potassium clavulanate, diluted, with silicon dioxide in the ratio 1:1",diluted|potassium clavulanate|with silicon dioxide in the ratio 1 1,True,,,,"CIPAN - COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS, S.A. Castanheira Do Ribatejo PT",cipan companhia industrial produtora de antibioticos castanheira do ribatejo pt,R0-CEP 2008-146 - Rev 00,PT,edqm_cep,api_cep,Expired,Chemical,combination of 3
"Potassium clavulanate, diluted, with silicon dioxide in the ratio 1:1",diluted|potassium clavulanate|with silicon dioxide in the ratio 1 1,True,,,,DEVA HOLDING A.Ş. Istanbul TR,deva holding a istanbul tr,R1-CEP 2012-391 - Rev 00,TR,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 3
"Potassium clavulanate, diluted, With silicone dioxide in the ratio 1:1",diluted|potassium clavulanate|with silicone dioxide in the ratio 1 1,True,,,,"SHANDONG NEW TIME PHARMACEUTICAL CO., LTD. Linyi CN",shandong new time linyi cn,CEP 2011-376 - Rev 04,CN,edqm_cep,api_cep,Valid,Chemical,combination of 3
Lymecycline,lymecycline,False,,,,OLON S.P.A. Rodano IT,olon rodano it,R1-CEP 2016-186 - Rev 01,IT,edqm_cep,api_cep,Valid,Chemical,
Lymecycline,lymecycline,False,,,,KOPRAN RESEARCH LABORATORIES LIMITED Mumbai IN,kopran research laboratories mumbai in,CEP 2020-040 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
Lymecycline,lymecycline,False,,,,VIRDEV INTERMEDIATES PVT. LTD. Surat IN,virdev intermediates surat in,CEP 2024-386 - Rev 00,IN,edqm_cep,api_cep,Valid,Chemical,
Lymecycline,lymecycline,False,,,,"CIPAN - COMPANHIA INDUSTRIAL PRODUTORA DE ANTIBIOTICOS, S.A. Castanheira do Ribatejo PT",cipan companhia industrial produtora de antibioticos castanheira do ribatejo pt,CEP 2010-239 - Rev 04,PT,edqm_cep,api_cep,Valid,Chemical,
"Lymecycline, Type 2",lymecycline|type 2,True,,,,OLON S.P.A. Rodano IT,olon rodano it,R0-CEP 2023-172 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,combination of 2
Mitomycin,mitomycin,False,L01DC03,L,lookup,"Zhejiang Hisun Pharmaceutical Co., Ltd. Taizhou City CN",zhejiang hisun taizhou city cn,R1-CEP 2005-021 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,
Mitomycin,mitomycin,False,L01DC03,L,lookup,"WUXI FORTUNE PHARMACEUTICAL CO., LTD. Wuxi CN",wuxi fortune wuxi cn,R1-CEP 2016-034 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,
Mitomycin,mitomycin,False,L01DC03,L,lookup,"HUBEI HONCH PHARMACEUTICAL CO., LTD. Huanggang CN",hubei honch huanggang cn,CEP 2022-400 - Rev 01,CN,edqm_cep,api_cep,Valid,Chemical,
Mitomycin,mitomycin,False,L01DC03,L,lookup,TAPI NL B.V. Amsterdam NL,tapi nl b v amsterdam nl,CEP 2007-124 - Rev 05,NL,edqm_cep,api_cep,Valid,Chemical,
Mitomycin,mitomycin,False,L01DC03,L,lookup,CONCORD BIOTECH LIMITED Ahmedabad IN,concord biotech ahmedabad in,CEP 2019-308 - Rev 01,IN,edqm_cep,api_cep,Valid,Chemical,
"Mitomycin, Alternative process",alternative process|mitomycin,True,L01DC03,L,lookup,"Zhejiang Hisun Pharmaceutical Co., Ltd. Taizhou City CN",zhejiang hisun taizhou city cn,R1-CEP 2012-013 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Moxidectin for veterinary use, with butyl hydroxytoluene",moxidectin for veterinary use|with butyl hydroxytoluene,True,,,,"HISUN PHARMACEUTICAL (HANGZHOU) CO., LTD. Hangzhou City CN",hisun hangzhou hangzhou city cn,CEP 2012-384 - Rev 03,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Moxidectin for veterinary use, with butylhydroxytoluene",moxidectin for veterinary use|with butylhydroxytoluene,True,,,,"Zhejiang Hisun Pharmaceutical Co., Ltd. Taizhou City CN",zhejiang hisun taizhou city cn,R0-CEP 2010-367 - Rev 00,CN,edqm_cep,api_cep,Withdrawn by Holder,Chemical,combination of 2
"Moxidectin for veterinary use, with butylhydroxytoluene",moxidectin for veterinary use|with butylhydroxytoluene,True,,,,ZOETIS MANUFACTURING ITALIA S.R.L. Catania IT,zoetis manufacturing italia s r l catania it,R1-CEP 2008-103 - Rev 00,IT,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Moxidectin for veterinary use, with butylhydroxytoluene",moxidectin for veterinary use|with butylhydroxytoluene,True,,,,"JIANGSU WILLING BIO-TECH CO., LTD. Huaian City CN",jiangsu willing bio tech huaian city cn,CEP 2017-188 - Rev 02,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
"Moxidectin for veterinary use, With butylhydroxytoluene",moxidectin for veterinary use|with butylhydroxytoluene,True,,,,"LIVZON NEW NORTH RIVER PHARMACEUTICAL CO., LTD. Qingyuan City CN",livzon new north river qingyuan city cn,R1-CEP 2017-134 - Rev 00,CN,edqm_cep,api_cep,Valid,Chemical,combination of 2
